,method,eval,EC,K,K_prime,temperature,ionic_strength,p_h,p_mg,reaction_code,standard_dg,standard_dg_cc
1360,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0064,313.15,,7.0,,361,-2.273930772244593,-2.5947004238537374
1361,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.019,333.15,,7.0,,361,-2.8917950814115163,-2.5947004238537374
1362,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0011,293.15,,7.0,,361,-3.198146174850772,-2.5947004238537374
1363,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00075,293.15,,7.0,,361,-2.59157232935962,-2.5947004238537374
1364,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00047000000000000004,293.15,,7.0,,256,-3.1155468214850526,-3.1155468214769826
1365,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00055,293.15,,7.0,,366,-1.0459031473103235,0.14102074167351475
1366,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00035,293.15,,7.0,,530,52.24706457060949,53.09006005683523
1367,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00035,293.15,,7.0,,530,53.68981927402553,53.09006005683523
1368,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00029,293.15,,7.0,,530,53.106937928172556,53.09006005683523
1369,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0012,333.15,,7.0,,530,53.375094928273725,53.09006005683523
1370,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00031,293.15,,7.0,,530,51.48040771543374,53.09006005683523
1371,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0005099999999999999,293.15,,7.0,,530,52.94068168932749,53.09006005683523
1372,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0011,293.15,,7.0,,530,51.2949401702881,53.09006005683523
1373,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0014,293.15,,7.0,,530,54.012607987526756,53.09006005683523
1374,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0014,313.15,,7.0,,530,52.812672647371436,53.09006005683523
1375,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0046,333.15,,7.0,,530,54.19228572824082,53.09006005683523
1376,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0056,333.15,,7.0,,530,52.03622834678486,53.09006005683523
1377,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.015,333.15,,7.0,,530,51.16834176809445,53.09006005683523
1378,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0025,313.15,,7.0,,530,54.11489097585343,53.09006005683523
1379,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0025,313.15,,7.0,,530,53.555744810027065,53.09006005683523
1380,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00014,273.15,,7.0,,530,53.52389567354674,53.09006005683523
1381,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0082,333.15,,7.0,,530,59.02849139955845,53.09006005683523
1382,spectrophotometry,C,5.3.1.1&4.1.2.13,,7.099999999999999e-05,273.15,,7.0,,530,52.408938528735405,53.09006005683523
1383,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.002,313.15,,7.0,,530,51.82058870863792,53.09006005683523
1384,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00035,293.15,,7.0,,530,52.68540937791415,53.09006005683523
1385,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0056,313.15,,7.0,,530,53.55417549879694,53.09006005683523
1386,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00037,293.15,,7.0,,530,53.55417549879694,53.09006005683523
1387,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00064,293.15,,7.0,,530,54.256108680519546,53.09006005683523
1388,spectrophotometry,C,5.2.1.3,,0.05,309.15,,7.0,,530,52.86288567932828,53.09006005683523
1389,spectrophotometry,B,1.1.1.37,,6.19e-05,298.15,,7.76,,530,53.1805952885308,53.09006005683523
1390,spectrophotometry,B,1.1.1.37,,0.000101,298.15,,7.99,,530,53.94409504143538,53.09006005683523
1391,spectrophotometry,B,1.1.1.37,,0.000129,298.15,,8.09,,530,54.61001463654085,53.09006005683523
1392,spectrophotometry,B,1.1.1.37,,0.000162,298.15,,8.19,,530,53.576056722446225,53.09006005683523
1393,spectrophotometry,B,1.1.1.37,,7.670000000000001e-05,298.15,,7.87,,530,53.70533543588059,53.09006005683523
1394,spectrophotometry,B,1.1.1.37,,3.4899999999999995e-05,298.15,,7.54,,530,52.210106517010395,53.09006005683523
1395,spectrophotometry,B,1.1.1.37,,4.74e-05,298.15,,7.68,,530,59.83400671352169,53.09006005683523
1396,spectrophotometry,B,1.1.1.37,,2.4299999999999998e-05,298.15,,7.37,,530,54.22881417873789,53.09006005683523
1397,calorimetry,A,3.2.1.21,,,298.15,,5.65,,530,52.674761288080475,53.09006005683523
1398,chemical analysis and spectrophotometry,C,1.1.1.17,,0.0049,296.15,,7.0,,530,53.182229786885195,53.09006005683523
1399,spectrophotometry,B,1.1.1.26,,0.0004,298.15,,8.83,,530,53.856899939028395,53.09006005683523
1400,spectrophotometry,B,1.1.1.26,,0.00022999999999999998,298.15,,8.5,,530,54.129601525894664,53.09006005683523
1401,spectrophotometry,B,1.1.1.26,,7.4e-05,298.15,,8.15,,530,53.869211162700175,53.09006005683523
1402,spectrophotometry,B,1.1.1.26,,0.00022999999999999998,298.15,,8.5,,530,52.512316317855806,53.09006005683523
1403,spectrophotometry,A,2.6.1.51,,6.6,323.15,0.25,7.0,,530,54.06433465591894,53.09006005683523
1404,spectrophotometry,A,2.6.1.51,,5.73,311.15,0.06,7.0,,530,52.21304646857048,53.09006005683523
1405,spectrophotometry,A,2.6.1.51,,5.47,311.15,1.0,7.0,,530,54.11107216696308,53.09006005683523
1406,spectrophotometry,A,2.6.1.51,,9.23,311.15,0.25,9.0,,530,51.9835588603206,53.09006005683523
1407,spectrophotometry,A,2.6.1.51,,5.27,311.15,0.25,7.0,2.08,530,51.9835588603206,53.09006005683523
1408,spectrophotometry,A,2.6.1.51,,4.26,298.15,0.25,7.0,,530,51.23282372597868,53.09006005683523
1409,spectrophotometry,A,2.6.1.51,,4.42,303.15,0.25,7.0,,530,53.56473331772153,53.09006005683523
1410,spectrophotometry,A,2.6.1.51,,5.5,311.15,0.25,7.0,,530,53.85314609445736,53.09006005683523
1411,chemical analysis,C,5.3.1.9,,0.67,310.15,,7.65,,530,53.154042693302884,53.09006005683523
1412,enzymatic assay and spectrophotometry,B,2.7.7.9,,0.33,310.15,,7.2,3.7,530,51.88115896673747,53.09006005683523
1413,enzymatic assay and spectrophotometry,B,2.7.7.9,,0.3,310.15,,7.2,3.1,530,52.7228359040152,53.09006005683523
1414,enzymatic assay and spectrophotometry,B,2.7.7.9,,0.36,310.15,,7.2,2.7,530,54.31291590229192,53.09006005683523
1415,enzymatic assay and spectrophotometry,B,2.7.7.9,,0.32,310.15,,7.2,3.4,530,50.02834004271859,53.09006005683523
1416,enzymatic assay and spectrophotometry,B,2.7.7.9,,0.44,310.15,,7.2,2.0,530,54.29640347584511,53.09006005683523
1417,enzymatic assay and spectrophotometry,B,2.7.7.9,,0.32,310.15,,7.2,3.0,530,51.593638265146,53.09006005683523
1418,enzymatic assay and spectrophotometry,B,2.7.7.9,,0.32,310.15,,7.2,3.22,530,52.5915346303445,53.09006005683523
1419,enzymatic assay and spectrophotometry,B,2.7.7.9,,0.44,310.15,,7.2,2.4,530,53.07138553846666,53.09006005683523
1420,NMR,B,2.7.1.40,,0.0003,288.15,,8.0,,530,51.13207069841056,53.09006005683523
1421,chromatography,C,5.3.1.5,,0.82,313.15,,7.0,,530,52.29904303171281,53.09006005683523
1422,chemical analysis,B,4.1.3.6,,0.64,300.15,,7.6,,530,51.99835180735237,53.09006005683523
1423,spectrophotometry,C,1.1.1.42,,0.76,295.15,,6.95,,530,51.734968628145864,53.09006005683523
1424,HPLC,A,2.4.1.7,,31.5,298.15,,8.25,,530,52.16518963507599,53.09006005683523
1425,spectrophotometry,B,5.5.1.1,,0.078,303.15,,8.0,,530,53.361380350210226,53.09006005683523
1426,spectrophotometry,B,5.5.1.1,,0.29,303.15,,9.0,,530,53.64828280110893,53.09006005683523
1427,spectrophotometry,B,5.5.1.1,,0.040999999999999995,303.15,,7.5,,530,53.23030279084557,53.09006005683523
1428,spectrophotometry,B,5.5.1.1,,0.011000000000000001,303.15,,6.5,,530,53.23030279084557,53.09006005683523
1429,spectrophotometry,B,5.5.1.1,,0.01,303.15,,6.0,,33,43.1121014199459,48.051568300826005
1430,calorimetry,A,5.3.1.8,,,298.15,,8.5,,33,45.30177018319722,48.051568300826005
1431,calorimetry,A,5.3.1.8,,,304.74,,8.5,,33,48.70423371905753,48.051568300826005
1432,calorimetry,A,5.3.1.8,,1.03,304.75,,8.5,,33,52.06495465672356,48.051568300826005
1433,calorimetry,A,5.3.1.8,,0.99,298.15,,8.5,,33,51.07478152515354,48.051568300826005
1434,electrophoresis,C,2.4.2.1,,0.063,310.15,,7.0,,71,3.0937615923635473,-3.8393805784576216
1435,electrophoresis,C,2.4.2.1,,0.12,310.15,,9.0,,408,-0.1258559104982069,-0.6868107164300454
1436,TLC and radioactivity,B,2.4.2.10,,14.0,310.15,,7.4,,543,63.81484110997074,65.44668018894254
1437,enzymatic assay and spectrophotometry,A,3.1.3.1,,263.0,298.15,,7.0,,543,63.903414018373184,65.44668018894254
1438,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.37,298.15,,8.0,5.53,646,-3.6441458022368884,-3.4298338795091468
1439,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.92,298.15,,8.0,4.37,646,-3.7701458654993654,-3.4298338795091468
1440,enzymatic assay and spectrophotometry,B,2.7.4.3,,1.28,298.15,,8.0,3.84,646,-2.174973384163599,-3.4298338795091468
1441,enzymatic assay and spectrophotometry,B,2.7.4.3,,1.06,298.15,,8.0,3.04,646,-3.272427978441395,-3.4298338795091468
1442,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.92,298.15,,8.0,3.0,646,-2.8782272680705057,-3.4298338795091468
1443,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.34,298.15,,8.0,2.28,646,-3.5957326496640847,-3.4298338795091468
1444,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.3,298.15,,8.0,2.08,646,-3.641197014804341,-3.4298338795091468
1445,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.52,298.15,,8.0,4.88,646,-3.6875663219796455,-3.4298338795091468
1446,enzymatic assay and spectrophotometry,B,2.7.4.3,,1.14,298.15,,8.0,3.2,646,-2.945603845365596,-3.4298338795091468
1447,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.67,298.15,,8.0,2.68,646,-3.5455790104969833,-3.4298338795091468
1448,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.46,298.15,,8.0,2.49,646,-3.5368921312730284,-3.4298338795091468
1449,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.32,298.15,,8.0,2.17,646,-3.491778033884144,-3.4298338795091468
1450,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.34,298.15,,8.0,5.83,646,-3.515365090922676,-3.4298338795091468
1451,enzymatic assay and spectrophotometry,B,2.7.4.3,,0.49,298.15,,8.0,5.37,646,-3.8945117617626086,-3.4298338795091468
1452,spectrophotometry,D,1.1.1.49,,52.0,298.15,,7.6,,646,-3.926704184373004,-3.4298338795091468
1453,spectrophotometry,D,1.1.1.49,,1.3,298.15,,6.4,,646,-3.8934887243362306,-3.4298338795091468
1454,HPLC,B,5.3.1.5,,0.209,318.15,,7.0,,646,-3.9367267905785037,-3.4298338795091468
1455,HPLC,B,5.3.1.5,,0.282,331.15,,7.0,,646,-4.137413696634073,-3.4298338795091468
1456,HPLC,B,5.3.1.5,,0.34700000000000003,341.15,,7.0,,646,-4.192036102058758,-3.4298338795091468
1457,HPLC,B,5.3.1.5,,0.17600000000000002,311.15,,7.0,,646,-4.1620696666900585,-3.4298338795091468
1458,HPLC,B,5.3.1.5,,0.4,348.15,,7.0,,646,-4.558351792648459,-3.4298338795091468
1459,HPLC,B,5.3.1.5,,0.24600000000000002,325.15,,7.0,,646,-4.558351792648459,-3.4298338795091468
1460,spectrophotometry,B,4.2.1.17,,0.66,298.15,,7.5,,646,-4.605821278763012,-3.4298338795091468
1461,nan,D,2.4.1.13,,1.3,298.15,,7.2,,646,-3.6828539117304637,-3.4298338795091468
1462,calorimetry,A,3.1.4.17,,,298.15,,7.3,,646,-3.7032018424825415,-3.4298338795091468
1463,spectrophotometry,A,1.1.1.37,,0.00053,298.15,,8.87,,646,-3.7678283709654625,-3.4298338795091468
1464,spectrophotometry,A,1.1.1.37,,0.00036,298.15,,8.63,,646,-3.866788712921353,-3.4298338795091468
1465,spectrophotometry,A,1.1.1.37,,0.000637,298.15,,8.85,,646,-3.727213162812248,-3.4298338795091468
1466,spectrophotometry,A,1.1.1.37,,0.000517,298.15,,8.87,,646,-3.5183722141838927,-3.4298338795091468
1467,spectrophotometry,A,1.1.1.37,,0.000523,298.15,,8.89,,646,-3.589726971838994,-3.4298338795091468
1468,spectrophotometry,A,1.1.1.37,,0.000523,298.15,,8.86,,646,-2.962277171690697,-3.4298338795091468
1469,spectrophotometry,A,1.1.1.37,,0.000466,298.15,,8.81,,646,-3.6233058652790264,-3.4298338795091468
1470,spectrophotometry,A,1.1.1.37,,0.00043499999999999995,298.15,,8.78,,646,-3.3601775561788148,-3.4298338795091468
1471,spectrophotometry,A,1.1.1.37,,0.000446,298.15,,8.75,,646,-3.838391963042355,-3.4298338795091468
1472,spectrophotometry,A,1.1.1.37,,0.000106,298.15,,8.19,,646,-3.81806710065197,-3.4298338795091468
1473,spectrophotometry,A,1.1.1.37,,8.18e-05,298.15,,8.08,,646,-3.918345945012315,-3.4298338795091468
1474,spectrophotometry,A,1.1.1.37,,2.75e-05,298.15,,7.55,,646,-3.6182774216494806,-3.4298338795091468
1475,spectrophotometry,A,1.1.1.37,,0.000531,298.15,,8.83,,646,-3.5187999018898815,-3.4298338795091468
1476,spectrophotometry,A,1.1.1.37,,0.000504,298.15,,8.83,,646,-4.206311503536566,-3.4298338795091468
1477,spectrophotometry,A,1.1.1.37,,0.000692,298.15,,8.95,,646,-3.8693832262988366,-3.4298338795091468
1478,enzymatic assay; spectrophotometry,A,3.1.3.11,,227.0,310.15,0.25,6.99,,646,-3.978122773507248,-3.4298338795091468
1479,enzymatic assay; spectrophotometry,A,3.1.3.11,,174.0,310.15,0.25,6.99,2.22,646,-3.515375024847966,-3.4298338795091468
1480,spectrophotometry,B,4.2.1.17,,0.18,298.15,,7.5,,646,-3.515375024847966,-3.4298338795091468
1481,nan,B,1.1.1.1,,0.073,298.15,,7.0,,646,-3.554364693344226,-3.4298338795091468
1482,spectrophotometry,C,4.2.1.17,,0.29,298.15,,7.5,,646,-3.868627041440317,-3.4298338795091468
1483,nan,C,5.3.1.14,,1.5,298.15,,,,646,-3.686490933711982,-3.4298338795091468
1484,spectrophotometry,C,1.4.1.1,,0.000136,298.15,,10.0,,646,-3.913761079372938,-3.4298338795091468
1485,nan,C,1.1.1.30,,0.13,305.15,,8.0,,646,-3.6147601264686595,-3.4298338795091468
1486,spectrophotometry,B,2.6.1.21,,0.59,310.15,,8.3,,646,-3.4214228551565578,-3.4298338795091468
1487,polarimetry,C,5.4.2.1,,6.0,297.15,,,,394,-1.0045910966741527,-3.3656939966265327
1488,calorimetry,A,1.1.1.14,,,298.15,,7.39,,161,-6.40053820414467,-6.4005382041391385
1489,HPLC and spectrophotometry,A,1.1.1.14,,0.18600000000000003,298.15,,7.58,,545,72.8789830534209,68.79046904104052
1490,spectrophotometry,C,1.1.1.110,,630.0,310.15,,7.0,,568,32.1692727865206,29.00965450068952
1491,spectrophotometry,A,4.2.1.2,,6.31,275.8,,7.3,,655,78.19526082427615,82.57162280283774
1492,spectrophotometry,A,4.2.1.2,,6.31,276.9,,6.35,,655,78.13194100763847,82.57162280283774
1493,spectrophotometry,A,4.2.1.2,,6.31,277.0,,6.35,,655,78.76815418277806,82.57162280283774
1494,spectrophotometry,A,4.2.1.2,,5.5,284.0,,6.35,,655,79.08060296865426,82.57162280283774
1495,spectrophotometry,A,4.2.1.2,,5.3,286.1,,6.35,,655,79.13711940660771,82.57162280283774
1496,spectrophotometry,A,4.2.1.2,,5.01,288.2,,6.35,,655,78.95977070153661,82.57162280283774
1497,spectrophotometry,A,4.2.1.2,,4.86,288.2,,7.3,,655,78.92808612797617,82.57162280283774
1498,spectrophotometry,A,4.2.1.2,,4.57,291.9,,6.35,,655,79.03018719339315,82.57162280283774
1499,spectrophotometry,A,4.2.1.2,,4.21,296.7,,6.35,,655,79.30286817728614,82.57162280283774
1500,spectrophotometry,A,4.2.1.2,,3.98,298.7,,6.35,,655,78.93133049158502,82.57162280283774
1501,spectrophotometry,A,4.2.1.2,,3.78,303.0,,6.35,,655,79.3685185296747,82.57162280283774
1502,spectrophotometry,A,4.2.1.2,,3.63,303.0,,6.35,,655,79.33915030075309,82.57162280283774
1503,spectrophotometry,A,4.2.1.2,,3.21,309.9,,6.35,,655,79.28671128674584,82.57162280283774
1504,spectrophotometry,A,4.2.1.2,,3.09,310.7,,6.35,,655,79.29243254978823,82.57162280283774
1505,spectrophotometry,A,4.2.1.2,,3.09,311.7,,6.35,,655,79.41270678417592,82.57162280283774
1506,spectrophotometry,A,4.2.1.2,,3.98,298.1,,7.3,,655,79.46635247137561,82.57162280283774
1507,spectrophotometry,A,4.2.1.2,,4.01,299.2,,6.35,,655,79.36364617584309,82.57162280283774
1508,spectrophotometry,A,4.2.1.2,,5.68,282.3,,6.35,,655,79.79984457359001,82.57162280283774
1509,spectrophotometry,A,4.2.1.2,,6.31,277.2,,6.35,,655,79.59014389062284,82.57162280283774
1510,spectrophotometry,A,4.2.1.2,,5.5,283.5,,7.3,,655,79.89218680047418,82.57162280283774
1511,spectrophotometry,A,4.2.1.2,,4.47,292.6,,7.3,,655,80.4090502538178,82.57162280283774
1512,spectrophotometry,A,4.2.1.2,,4.47,292.6,,7.3,,655,80.4090502538178,82.57162280283774
1513,spectrophotometry,A,4.2.1.2,,3.63,302.5,,7.3,,655,80.45877109956442,82.57162280283774
1514,spectrophotometry,A,4.2.1.2,,3.21,307.8,,7.3,,655,80.42551398686061,82.57162280283774
1515,spectrophotometry,A,4.2.1.2,,4.57,292.8,,6.35,,655,80.44659852683458,82.57162280283774
1516,chromatography and spectrophotometry,C,5.1.3.2,,0.35,310.15,,8.7,,655,80.51086111987448,82.57162280283774
1517,spectrophotometry,B,1.1.1.37,,2.78e-05,311.15,0.25,7.0,,655,80.52445377749235,82.57162280283774
1518,spectrophotometry,C,1.4.1.2,,3.9e-11,298.15,,6.05,,655,81.89885038354721,82.57162280283774
1519,spectrophotometry,C,1.4.1.2,,1.3e-09,298.15,,7.01,,655,80.6698476952463,82.57162280283774
1520,spectrophotometry,C,1.4.1.2,,7.6e-09,298.15,,7.26,,655,80.6111724372073,82.57162280283774
1521,spectrophotometry,C,1.4.1.2,,1.5e-08,298.15,,7.43,,655,80.90363001601804,82.57162280283774
1522,spectrophotometry,C,1.4.1.2,,7.7e-09,298.15,,7.57,,655,81.11379061947605,82.57162280283774
1523,spectrophotometry,C,1.4.1.2,,3.6e-08,298.15,,8.01,,655,78.93553690803435,82.57162280283774
1524,spectrophotometry,C,1.4.1.2,,7e-08,298.15,,8.05,,655,80.93289474648236,82.57162280283774
1525,spectrophotometry,C,1.4.1.2,,1.7e-08,298.15,,7.45,,655,78.9893195070994,82.57162280283774
1526,spectrophotometry,C,1.4.1.2,,1.1000000000000001e-08,298.15,,7.66,,655,79.18413472221351,82.57162280283774
1527,spectrophotometry,C,1.4.1.2,,7.9e-09,298.15,,7.4,,655,79.30718017046365,82.57162280283774
1528,spectrophotometry,C,1.4.1.2,,2e-08,298.15,,7.6,,655,79.47115929360203,82.57162280283774
1529,spectrophotometry,C,1.4.1.2,,1.3e-09,298.15,,6.63,,655,80.60818312460106,82.57162280283774
1530,spectrophotometry,C,1.4.1.2,,2.4e-08,298.15,,7.82,,655,81.89050370619974,82.57162280283774
1531,spectrophotometry,C,1.4.1.2,,9.4e-09,298.15,,7.39,,439,-2.9393955077980873,-1.3178794981849933
1532,spectrophotometry,C,1.4.1.2,,6.5e-09,298.15,,7.36,,469,76.12832396608877,72.52888736416844
1533,calorimetry,C,4.1.2.13,,,298.15,,,,469,75.0799304737857,72.52888736416844
1534,spectrophotometry,C,5.4.2.3,,6.0,310.15,,7.7,,469,73.59223643264886,72.52888736416844
1535,spectrophotometry,C,2.4.2.10,,8.3,303.15,,8.0,,392,2.866051218017589,2.52954706686387
1536,nan,C,2.7.3.3,,2.1,303.15,,8.0,2.22,392,3.1914513849955375,2.52954706686387
1537,nan,C,2.7.3.3,,2.4,303.15,,8.0,2.1,413,2.982994925277253,2.9453630381658513
1538,nan,C,2.7.3.3,,1.2,303.15,,8.0,2.4,661,82.65183313437825,82.65183313435114
1539,chromatography,C,2.7.4.3,,0.42,303.15,,7.5,,131,32.95149423586223,28.92998406612969
1540,HPLC,C,5.4.99.6,,2.67,298.15,,8.0,,125,16.61629850655992,15.149627277184663
1541,HPLC,C,5.4.99.6,,0.55,298.15,,8.0,,470,87.66590443648326,86.95184505301063
1542,calorimetry,A,4.3.1.3,,,298.15,,8.15,,470,86.12721349570609,86.95184505301063
1543,calorimetry,A,4.3.1.3,,,310.15,,8.15,,470,87.26345644018627,86.95184505301063
1544,spectrophotometry,B,5.3.1.13,,0.295,310.15,,8.0,,470,87.55143372501317,86.95184505301063
1545,HPLC,A,4.3.1.3,,3.01,298.25,,8.41,,470,87.97973941972072,86.95184505301063
1546,HPLC,A,4.3.1.3,,2.35,298.25,,8.7,,470,87.46173547158806,86.95184505301063
1547,chromatography and radioactivity,B,3.1.3.1,,55.0,308.15,,7.0,,470,88.32043149646252,86.95184505301063
1548,chromatography and radioactivity,B,3.1.3.1,,56.0,308.15,,7.0,1.0,614,23.94238912009327,22.35139434402504
1549,spectrophotometry,B,1.1.1.1,,0.0011,298.15,,8.3,,614,22.996087799438932,22.35139434402504
1550,spectrophotometry,B,1.1.1.1,,0.00072,298.15,,8.3,,614,22.40523014678047,22.35139434402504
1551,spectrophotometry,C,2.3.1.7,,1.3,298.15,,7.5,,614,22.368619529047898,22.35139434402504
1552,spectrophotometry,B,2.3.1.7,,1.5,298.15,,7.5,,614,22.01550588104105,22.35139434402504
1553,spectrophotometry,C,2.6.1.30,,1.21,298.15,,8.85,,614,22.6870320687155,22.35139434402504
1554,HPLC,A,5.3.1.5,,1.062,338.15,,7.0,,614,22.59291837986056,22.35139434402504
1555,HPLC,A,5.3.1.5,,1.131,348.15,,7.0,,614,22.697849978101925,22.35139434402504
1556,HPLC,A,5.3.1.5,,1.209,358.15,,7.0,,614,23.0686423686908,22.35139434402504
1557,HPLC,A,5.3.1.5,,1.0390000000000001,333.15,,7.0,,614,21.379708477823595,22.35139434402504
1558,HPLC,A,5.3.1.5,,1.103,343.15,,7.0,,614,21.800448490065307,22.35139434402504
1559,HPLC,A,5.3.1.5,,1.182,353.15,,7.0,,614,20.943575557817656,22.35139434402504
1560,spectrophotometry and chemical analysis,B,6.2.1.1,,2.7,310.15,,7.5,,614,24.109110919688437,22.35139434402504
1561,spectrophotometry,C,4.2.1.2,,4.3,298.15,,7.6,,614,21.062652946299995,22.35139434402504
1562,calorimetry,A,2.7.1.11,,,298.15,,9.0,,614,22.481962768742275,22.35139434402504
1563,calorimetry,A,2.7.1.11,,,298.15,,9.0,,614,22.18150510893078,22.35139434402504
1564,calorimetry,A,2.7.1.11,,,298.15,,9.0,,614,20.156417585096104,22.35139434402504
1565,calorimetry,A,2.7.1.11,,,298.15,,9.0,,614,22.14382185020042,22.35139434402504
1566,calorimetry,A,2.7.1.30,,,298.15,,9.0,,614,20.015118389468906,22.35139434402504
1567,calorimetry,A,2.7.1.30,,,298.15,,9.0,,614,23.277705503450218,22.35139434402504
1568,calorimetry,A,2.7.1.30,,,298.15,,9.0,,381,-4.133388051455288,-4.133388051460997
1569,calorimetry,A,2.7.1.30,,,298.15,,9.0,,507,50.257913080789315,52.676357204506985
