,method,eval,EC,K,K_prime,temperature,ionic_strength,p_h,p_mg,reaction_code,standard_dg,standard_dg_cc
1135,enzymatic assay and spectrophotometry,A,2.7.4.3,,1.41,298.15,0.013000000000000001,7.4,2.91,394,0.48023588619832197,-3.3656939966265327
1136,enzymatic assay and spectrophotometry,A,2.7.4.3,,1.61,298.15,0.012,7.4,3.13,471,65.78059337101183,63.91920370037596
1137,enzymatic assay and spectrophotometry,A,2.7.4.3,,1.25,298.15,0.012,7.4,2.91,471,65.91347857899659,63.91920370037596
1138,enzymatic assay and spectrophotometry,A,2.7.4.3,,1.25,298.15,0.012,7.4,2.91,471,66.33910817950779,63.91920370037596
1139,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.833,298.15,0.09300000000000001,7.4,3.13,471,66.44446627400686,63.91920370037596
1140,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.667,298.15,0.09300000000000001,7.4,3.13,471,66.5665515550037,63.91920370037596
1141,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.7809999999999999,298.15,0.09300000000000001,7.4,2.9,471,67.33603880250504,63.91920370037596
1142,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.562,298.15,,7.4,2.3,471,68.15594990063212,63.91920370037596
1143,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.5589999999999999,298.15,,7.4,2.3,471,68.21281367702382,63.91920370037596
1144,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.483,298.15,,7.4,2.3,471,65.56416019018229,63.91920370037596
1145,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.51,298.15,0.594,7.4,2.0,471,67.67427476191043,63.91920370037596
1146,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.49,298.15,0.5920000000000001,7.4,2.0,471,67.48213057021665,63.91920370037596
1147,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.667,298.15,0.45399999999999996,7.4,1.29,471,68.17286217794602,63.91920370037596
1148,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.645,298.15,0.461,7.4,1.29,130,12.687341107740284,9.602618182495917
1149,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.322,298.15,0.474,7.4,0.86,130,9.648120104810491,9.602618182495917
1150,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.182,298.15,0.7040000000000001,7.4,0.52,130,6.283238554979919,9.602618182495917
1151,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.287,298.15,0.723,7.4,0.64,130,3.3775030696707065,9.602618182495917
1152,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.595,298.15,0.28800000000000003,6.4,2.28,130,10.403681237010662,9.602618182495917
1153,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.22,298.15,0.777,6.4,0.43,130,11.336679662413832,9.602618182495917
1154,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.505,298.15,0.268,7.4,1.42,130,12.475156900771736,9.602618182495917
1155,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.121,298.15,1.65,7.4,0.01,130,12.092240794614,9.602618182495917
1156,enzymatic assay and spectrophotometry,A,2.7.4.3,,1.56,298.15,0.013000000000000001,7.4,2.91,130,13.193311132914054,9.602618182495917
1157,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.606,298.15,,7.4,2.3,130,13.193311132914054,9.602618182495917
1158,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.313,298.15,0.47200000000000003,7.4,0.86,130,13.651420754850925,9.602618182495917
1159,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.313,298.15,0.47200000000000003,7.4,0.86,130,11.02436024374951,9.602618182495917
1160,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.508,298.15,1.67,7.4,0.7,130,13.488955464682007,9.602618182495917
1161,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.259,298.15,0.48200000000000004,6.4,0.76,130,12.276182968851607,9.602618182495917
1162,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.145,298.15,0.748,7.4,0.43,130,10.403681237010662,9.602618182495917
1163,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.87,298.15,0.258,7.4,1.88,130,9.816192017707376,9.602618182495917
1164,enzymatic assay and spectrophotometry,A,2.7.4.3,,1.72,298.15,0.013000000000000001,7.4,3.14,130,10.23824539804379,9.602618182495917
1165,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.775,298.15,0.09300000000000001,7.4,2.9,130,7.304262175274075,9.602618182495917
1166,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.348,298.15,0.28600000000000003,7.4,1.23,130,6.759674348345787,9.602618182495917
1167,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.109,298.15,3.15,7.4,-0.03,130,4.031939846605245,9.602618182495917
1168,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.265,298.15,0.21600000000000003,8.4,1.13,130,8.729397353581698,9.602618182495917
1169,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.444,298.15,0.17,7.4,2.69,130,8.729397353581698,9.602618182495917
1170,enzymatic assay and spectrophotometry,A,2.7.4.3,,1.59,298.15,0.012,7.4,3.14,130,14.563799374065237,9.602618182495917
1171,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.575,298.15,,7.4,2.3,130,5.703867230232542,9.602618182495917
1172,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.7040000000000001,298.15,0.183,8.4,1.99,130,16.104960500630195,9.602618182495917
1173,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.513,298.15,0.298,6.4,2.28,130,9.310078573293211,9.602618182495917
1174,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.5489999999999999,298.15,0.28300000000000003,7.4,2.29,130,13.193311132914054,9.602618182495917
1175,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.326,298.15,0.282,7.4,1.25,130,6.6307241600189855,9.602618182495917
1176,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.758,298.15,0.284,6.4,1.63,130,13.057938724407322,9.602618182495917
1177,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.6579999999999999,298.15,0.276,7.4,2.11,130,11.723053649208932,9.602618182495917
1178,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.233,298.15,0.395,7.4,0.88,375,7.6961455549881865,7.696145554982763
1179,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.42700000000000005,298.15,0.22699999999999998,8.4,3.3,469,71.46191329831535,72.52888736416844
1180,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.42700000000000005,298.15,0.22699999999999998,8.4,3.3,469,71.58406191263737,72.52888736416844
1181,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.153,298.15,0.654,8.4,0.43,469,71.5551372839364,72.52888736416844
1182,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.645,298.15,0.129,7.4,1.53,469,71.56671946265239,72.52888736416844
1183,enzymatic assay and spectrophotometry,A,2.7.4.3,,1.33,298.15,0.012,7.4,2.9,469,71.57082275219017,72.52888736416844
1184,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.485,298.15,,7.4,2.3,469,71.58997853925578,72.52888736416844
1185,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.526,298.15,1.55,7.4,0.7,469,71.65551774765356,72.52888736416844
1186,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.5379999999999999,298.15,0.191,8.4,2.29,469,71.47349538393127,72.52888736416844
1187,enzymatic assay and spectrophotometry,A,2.7.4.3,,0.758,298.15,0.263,7.4,1.88,497,55.57437569812706,53.37320070460987
1188,calorimetry,B,1.1.3.6,,,303.15,,7.0,,514,72.99505075977372,74.05630632384532
1189,spectrophotometry,C,4.2.1.3,,11.8,298.15,,7.4,,514,72.47792344570223,74.05630632384532
1190,gas-liquid chromatography,B,5.1.3.5,,1.25,303.15,,8.0,,514,73.27834594183814,74.05630632384532
1191,spectrophotometry,C,4.2.1.3,,0.55,298.15,,7.4,,514,72.47792344570223,74.05630632384532
1192,spectrophotometry,C,1.1.1.26,,7.2e-05,298.15,,8.03,,93,-5.0232458639685795,-3.8841994538983045
1193,spectrophotometry,C,1.1.1.26,,0.0007,298.15,,8.85,,93,-4.480838723030106,-3.8841994538983045
1194,spectrophotometry,C,1.1.1.26,,0.0012,298.15,,9.08,,93,-4.33969825217155,-3.8841994538983045
1195,spectrophotometry,A,4.1.2.13,,9.9e-05,311.15,,6.7,2.3,93,-3.953779386312997,-3.8841994538983045
1196,spectrophotometry,A,4.1.2.13,,5.6000000000000006e-05,311.15,,6.7,1.3,93,-4.255455571276447,-3.8841994538983045
1197,spectrophotometry and enzymatic assay,A,6.4.1.1,,6.55,298.15,,7.4,2.35,93,-3.5511092683945282,-3.8841994538983045
1198,spectrophotometry and enzymatic assay,A,6.4.1.1,,10.2,298.15,,8.0,2.35,93,-3.7033200522741305,-3.8841994538983045
1199,spectrophotometry and enzymatic assay,A,6.4.1.1,,0.59,298.15,,7.8,,93,-4.36590894670211,-3.8841994538983045
1200,spectrophotometry and enzymatic assay,A,6.4.1.1,,6.8,298.15,,7.4,2.05,392,1.0718777797034462,2.52954706686387
1201,spectrophotometry and enzymatic assay,A,6.4.1.1,,2.0,298.15,,7.06,,42,-3.3730701486344175,-4.046906208628798
1202,spectrophotometry and enzymatic assay,A,6.4.1.1,,1.4,298.15,,7.03,,42,-3.12742279030137,-4.046906208628798
1203,fluorimetry,A,5.4.2.1,,9.8,311.15,,7.0,,42,-3.59732861657882,-4.046906208628798
1204,spectrophotometry,C,1.5.1.3,,1.7800000000000002e-05,298.15,,7.0,,42,-3.2937609218704655,-4.046906208628798
1205,spectrophotometry,B,1.7.99.5,,0.00042,310.15,,6.3,,42,-4.114526531180761,-4.046906208628798
1206,spectrophotometry,C,4.1.3.6,,0.0637,303.15,,7.0,,42,-3.2937609218704655,-4.046906208628798
1207,spectrophotometry,B,1.4.1.1,,1.13e-05,298.15,,8.21,,42,-3.2937609218704655,-4.046906208628798
1208,spectrophotometry,B,1.4.1.1,,7.65e-05,298.15,,8.98,,42,-4.114526531180761,-4.046906208628798
1209,spectrophotometry,B,1.4.1.1,,0.000825,298.15,,10.05,,584,65.11750316632727,69.25971728581453
1210,chemical analysis and radioactivity,C,4.2.1.11,,2.9,297.15,,,,417,0.5162042583829441,-0.10277978673002508
1211,spectrophotometry,C,1.1.1.60,,5.3e-05,298.15,,7.5,,99,-2.160315696084994,2.2092692539057452
1212,spectrophotometry,A,1.1.1.30,,0.0526,311.15,0.134,7.04,,668,43.00448449225762,43.71213506732147
1213,spectrophotometry,A,1.1.1.30,,0.0561,311.15,0.073,7.09,,462,-8.574041862938133,-8.8498091587702
1214,spectrophotometry,A,1.1.1.30,,0.0482,311.15,0.042,7.1,,368,56.12152442218832,54.28985537191119
1215,spectrophotometry,A,1.1.1.30,,0.0494,311.15,0.255,7.0,,368,58.33930045654488,54.28985537191119
1216,spectrophotometry,B,5.3.1.9,,0.45,303.15,,7.4,,368,54.863717790686245,54.28985537191119
1217,gas-liquid chromatography,C,1.1.1.48,,400.0,303.15,,6.8,,368,52.38921416107782,54.28985537191119
1218,gas-liquid chromatography,C,1.1.1.48,,25000.0,303.15,,8.6,,368,49.735520029108805,54.28985537191119
1219,gas-liquid chromatography,C,1.1.1.48,,390.0,298.15,,6.8,,358,0.20699610851157507,-0.772623530124747
1220,chromatography and spectrophotometry,C,5.1.3.5,,0.94,310.15,,8.7,,358,0.2947167549385195,-0.772623530124747
1221,chemical analysis and polarimetry,C,5.3.1.1,,17.0,298.15,,8.0,,456,6.697756628878436,7.818614370798969
1222,polarimetry and chemical analysis,B,5.3.1.5,,0.83,323.15,,7.0,,456,6.105186428397007,7.818614370798969
1223,polarimetry and chemical analysis,B,5.3.1.5,,1.32,333.15,,7.0,,444,-54.539097991602,-55.63214798189301
1224,polarimetry and chemical analysis,B,5.3.1.5,,1.05,343.15,,7.0,,597,-13.387590107163899,-8.56909331327904
1225,polarimetry and chemical analysis,B,5.3.1.5,,1.33,343.15,,7.2,,24,46.29341348649016,44.71925189591843
1226,polarimetry and chemical analysis,B,5.3.1.5,,1.1,353.15,,7.0,,24,44.03661619028818,44.71925189591843
1227,polarimetry and chemical analysis,B,5.3.1.5,,1.13,333.15,,7.2,,24,43.218400635492934,44.71925189591843
1228,fluorimetry,A,4.2.1.11,,4.6,311.15,,7.1,,24,43.685659115474124,44.71925189591843
1229,spectrophotometry,B,1.1.1.42,,0.076,293.15,0.40399999999999997,7.4,,24,44.03661619028818,44.71925189591843
1230,spectrophotometry,B,1.1.1.42,,0.81,293.15,0.40399999999999997,7.4,,24,46.50291511183927,44.71925189591843
1231,radioactivity,C,2.4.2.11,,1.5,303.15,,8.0,,24,46.8130226316454,44.71925189591843
1232,spectrophotometry,C,6.3.4.4,,2.9,310.15,,8.0,,24,45.45021325106629,44.71925189591843
1233,spectrophotometry,C,3.1.1.7,,538.0,296.15,,5.1,,24,43.50538861118109,44.71925189591843
1234,spectrophotometry,C,1.1.1.1,,8.8e-05,298.15,,6.85,,24,44.8222615380247,44.71925189591843
1235,spectrophotometry,C,1.1.1.1,,0.00018999999999999998,298.15,,7.15,,24,45.753976013243786,44.71925189591843
1236,spectrophotometry,C,1.1.1.1,,0.0003,298.15,,7.34,,24,46.65312028140414,44.71925189591843
1237,spectrophotometry,C,1.1.1.1,,0.0005099999999999999,298.15,,7.61,,24,46.50291511183927,44.71925189591843
1238,spectrophotometry,C,1.1.1.1,,0.0022,298.15,,8.17,,24,45.597442292345384,44.71925189591843
1239,spectrophotometry,C,1.1.1.1,,0.0008,298.15,,7.77,,548,40.029359205654345,42.350704348033105
1240,spectrophotometry,C,1.1.1.1,,2.6000000000000002e-05,298.15,,6.3,,548,42.05452673477001,42.350704348033105
1241,nan,C,2.7.7.4,,1.1000000000000001e-08,310.15,,8.0,,229,4.138707755022936,3.658050233533345
1242,spectrophotometry and radioactivity,B,3.5.2.4,,0.53,307.15,,6.1,,229,3.4834391396548097,3.658050233533345
1243,spectrophotometry and fluorimetry,A,2.4.2.8,,100000.0,311.15,0.25,7.4,3.0,229,3.0006112327134984,3.658050233533345
1244,spectrophotometry and fluorimetry,A,2.4.2.8,,100000.0,311.15,0.25,7.4,3.0,229,4.491992760777646,3.658050233533345
1245,calorimetry,A,3.5.1.1,,,298.15,,6.86,,229,2.650952017063083,3.658050233533345
1246,spectrophotometry and fluorimetry,A,2.4.2.7,,2000.0,311.15,0.25,7.4,3.0,229,3.789350397163724,3.658050233533345
1247,spectrophotometry and radioactivity,B,3.5.2.3,,1.9,303.15,,6.1,,6,1.02985654509817,1.0298565450971182
1248,chromatography and radioactivity,C,5.4.3.2,,5.3,303.15,,7.7,,70,4.521608241194162,2.950494544594676
1249,spectrophotometry,B,2.3.1.9,,6.620000000000001e-05,298.15,,9.0,,469,72.5265706399385,72.52888736416844
1250,spectrophotometry,B,2.3.1.9,,0.000436,298.15,,8.0,0.7,469,72.11211947091336,72.52888736416844
1251,spectrophotometry,B,2.3.1.9,,1.56e-05,298.15,,7.0,,469,71.95661513617212,72.52888736416844
1252,spectrophotometry,B,2.3.1.9,,6.17e-05,298.15,,8.0,1.89,469,72.5881003435797,72.52888736416844
1253,spectrophotometry,B,2.3.1.9,,1.85e-05,298.15,,8.0,,469,72.67384249531823,72.52888736416844
1254,spectrophotometry,B,2.3.1.9,,1.4800000000000002e-05,298.15,,6.0,,469,72.50234392560994,72.52888736416844
1255,spectrophotometry,C,5.1.3.1,,1.4,310.15,,7.5,,469,72.50237989163686,72.52888736416844
1256,radioactivity,B,5.4.3.2,,6.7,310.15,,7.8,,469,72.50138816766275,72.52888736416844
1257,"calorimetry, spectrophotometry, and chromatography",A,4.1.3.27,,,298.15,0.56,7.79,,469,72.26794109614164,72.52888736416844
1258,"calorimetry, spectrophotometry, and chromatography",A,4.1.3.27,,8.44,298.15,0.14,7.86,,469,72.61762268341897,72.52888736416844
1259,"calorimetry, spectrophotometry, and chromatography",A,4.1.3.27,,9.5,288.15,0.15,8.08,,469,72.62611777761845,72.52888736416844
1260,"calorimetry, spectrophotometry, and chromatography",A,4.1.3.27,,7.51,302.75,0.14,7.76,,469,72.2395334700578,72.52888736416844
1261,"calorimetry, spectrophotometry, and chromatography",A,4.1.3.27,,9.02,293.15,0.15,8.0,,469,72.29321561760426,72.52888736416844
1262,HPLC,A,3.2.1.10,,15.8,286.35,,5.65,,469,72.42251242258213,72.52888736416844
1263,HPLC,A,3.2.1.10,,17.2,298.15,,5.65,,469,72.32304587686534,72.52888736416844
1264,HPLC,A,3.2.1.10,,18.0,304.15,,5.65,,605,-20.276315121097703,-15.587983550432682
1265,HPLC,A,3.2.1.10,,19.7,316.35,,5.65,,605,-19.591012299604092,-15.587983550432682
1266,HPLC,A,3.2.1.10,,19.4,310.25,,5.65,,4,4.249020932289414,4.249020932319127
1267,HPLC,A,3.2.1.10,,16.2,292.45,,5.65,,483,49.35650011357249,49.63021949253002
1268,calorimetry,A,2.1.1.3,,,298.15,,7.1,,5,3.0673812127905538,3.794327173302463
1269,HPLC + radioactivity,B,4.2.1.-,,1.0,310.15,,7.4,,656,85.70804439455621,81.25370486979642
1270,calorimetry,A,3.2.1.3,,,298.15,,4.44,,473,55.2085301849525,53.76276393106173
1271,spectrophotometry,C,4.1.3.16,,0.012,310.15,,8.4,,430,-0.16320093348510056,-0.7244692534105184
1272,manometry,B,4.2.1.2,,4.57,293.15,,7.4,,498,50.568081781088694,55.047418198517676
1273,manometry,B,4.2.1.2,,3.54,303.15,,7.4,,480,28.058494187225886,28.058494187226188
1274,manometry,B,4.2.1.2,,3.17,313.15,,7.4,,646,-4.218140337715034,-3.4298338795091468
1275,manometry,B,4.2.1.2,,2.65,323.15,,7.4,,646,-4.204756362991566,-3.4298338795091468
1276,liquid chromatography,C,5.3.1.5,,0.31,334.15,,7.5,,646,-4.206281456368909,-3.4298338795091468
1277,liquid chromatography,C,5.3.1.5,,0.39,343.15,,7.5,,646,-3.9888176506561317,-3.4298338795091468
1278,liquid chromatography,C,5.3.1.5,,0.41,345.15,,7.5,,646,-3.9303953885588245,-3.4298338795091468
1279,liquid chromatography,C,5.3.1.5,,0.22,323.15,,7.5,,646,-3.824630004909821,-3.4298338795091468
1280,liquid chromatography,C,5.3.1.5,,0.18,313.15,,7.5,,646,-3.782574837554483,-3.4298338795091468
1281,chromatography and radioactivity,B,2.4.1.13,,6.7,298.15,,7.5,,646,-3.6510281348359257,-3.4298338795091468
1282,calorimetry,A,3.2.1.26,,,298.15,,5.65,,646,-3.509128862830899,-3.4298338795091468
1283,calorimetry,A,3.2.1.26,,,310.15,,5.65,,646,-3.3934865998546564,-3.4298338795091468
1284,calorimetry,A,3.2.1.26,,,316.15,,5.65,,646,-3.312861812065033,-3.4298338795091468
1285,calorimetry,A,3.2.1.26,,,304.15,,5.65,,646,-3.2109073985691,-3.4298338795091468
1286,GC + MS,B,3.2.1.3,,81.0,318.15,,4.5,,646,-2.967940763673123,-3.4298338795091468
1287,GC + MS,B,3.2.1.3,,65.0,318.15,,4.5,,646,-2.877299272361156,-3.4298338795091468
1288,spectrophotometry,B,1.1.1.37,,1.25e-06,298.15,,8.0,,646,-2.8866448295656326,-3.4298338795091468
1289,"chromatography, electrophoresis, and radioactivity",C,2.7.7.44,,0.34,303.15,,8.2,,646,-3.417757194913247,-3.4298338795091468
1290,calorimetry,A,1.1.3.22,,,298.15,,7.5,,646,-3.417877147230039,-3.4298338795091468
1291,enzymatic assay and spectrophotometry,B,2.4.1.14,,62.0,298.15,,7.5,2.0,646,-4.0403692750358156,-3.4298338795091468
1292,enzymatic assay and spectrophotometry,B,2.4.1.14,,5.3,298.15,,7.0,2.6,646,-4.209331667017311,-3.4298338795091468
1293,enzymatic assay and spectrophotometry,B,2.4.1.14,,26.0,298.15,,7.0,2.0,646,-4.012296255408658,-3.4298338795091468
1294,enzymatic assay and spectrophotometry,B,2.4.1.14,,10.0,298.15,,7.5,2.6,646,-3.6369655768505393,-3.4298338795091468
1295,spectrophotometry,C,1.1.1.1,,1.3000000000000001e-05,298.15,,6.4,,646,-3.6369655768505393,-3.4298338795091468
1296,spectrophotometry,C,1.1.1.1,,5.3e-05,298.15,,7.0,,646,-3.2368526860862463,-3.4298338795091468
1297,spectrophotometry,C,1.1.1.1,,0.00013000000000000002,298.15,,7.7,,646,-2.9791004153921254,-3.4298338795091468
1298,nan,C,2.7.3.3,,0.002,298.15,,6.1,,646,-3.662352218983848,-3.4298338795091468
1299,nan,C,2.7.3.3,,0.17,298.15,,9.1,,413,2.705755378199231,2.9453630381658513
1300,polarimetry and spectrophotometry,C,5.4.2.1,,6.3,303.15,,5.6,,469,71.93922083070606,72.52888736416844
1301,polarimetry and spectrophotometry,C,5.4.2.1,,5.0,310.15,,6.8,,655,98.33358576563828,82.57162280283774
1302,polarimetry and spectrophotometry,C,5.4.2.1,,5.1,298.15,,6.0,,655,96.87550277050492,82.57162280283774
1303,nan,C,3.5.1.11,,0.022000000000000002,298.15,,6.0,,655,94.05955290736755,82.57162280283774
1304,nan,C,3.5.1.11,,0.003,298.15,,5.0,,655,93.4056162529751,82.57162280283774
1305,spectrophotometry,B,1.8.1.4,,0.0055,295.15,,6.0,,655,95.89554186141365,82.57162280283774
1306,enzymatic assay and spectrophotometry,B,5.3.1.6,,0.264,298.65,,7.0,,655,94.68147076327492,82.57162280283774
1307,enzymatic assay and spectrophotometry,B,5.3.1.6,,0.32299999999999995,310.15,,7.0,,655,93.27084473533992,82.57162280283774
1308,enzymatic assay and spectrophotometry,B,5.3.1.6,,0.16399999999999998,273.15,,7.0,,655,93.21568624596584,82.57162280283774
1309,spectrophotometry,D,1.1.1.1,,6e-06,298.15,,6.05,,655,95.5470333267274,82.57162280283774
1310,spectrophotometry,D,1.1.1.1,,7.7e-05,298.15,,7.25,,655,94.81360447107156,82.57162280283774
1311,spectrophotometry,D,1.1.1.1,,1.2e-05,298.15,,8.0,,655,93.70924933848951,82.57162280283774
1312,radioactivity,C,2.4.2.7,,0.0035,303.15,,7.4,,655,94.32912225271292,82.57162280283774
1313,spectrophotometry,C,1.1.1.35,,0.86,298.15,,9.6,,655,94.56194453426926,82.57162280283774
1314,chemical analysis and paper chromatography,C,5.3.1.5,,0.19,300.15,,7.5,,655,94.32256097770707,82.57162280283774
1315,"enzymatic assay, chemical analysis, and spectrophotometry",B,4.1.2.4,,0.00023500000000000002,310.15,,6.3,,655,95.05529514190125,82.57162280283774
1316,calorimetry,A,3.1.3.2,,,298.15,,3.0,,322,-4.6047146548979345,-4.604714654904228
1317,calorimetry,B,3.5.1.2,,850.0,298.15,,5.5,,444,-58.18228099053209,-55.63214798189301
1318,chromatography and spectrophotometry,C,5.1.3.4,,1.2,310.15,,7.6,,578,40.03975171351049,43.010195301572594
1319,spectrophotometry,A,1.4.1.4,,5.04e-07,300.15,0.134,6.92,,578,39.703362567198525,43.010195301572594
1320,spectrophotometry,A,1.4.1.4,,6.34e-07,303.15,0.134,6.95,,578,41.44952265550639,43.010195301572594
1321,spectrophotometry,A,1.4.1.4,,9.03e-07,303.15,0.47100000000000003,6.91,,24,46.523196622389946,44.71925189591843
1322,spectrophotometry,A,1.4.1.4,,8.079999999999999e-07,303.15,0.47100000000000003,6.79,,21,-5.534955787007025,-7.464011433112262
1323,spectrophotometry,A,1.4.1.4,,1.1e-06,298.1,0.47,7.0,,378,1.4812338859177596,0.9809124519748593
1324,spectrophotometry,A,1.4.1.4,,1.2e-06,300.1,0.47,7.0,,157,3.145595235192614,2.613685881227184
1325,spectrophotometry,A,1.4.1.4,,2e-06,305.1,0.47,7.0,,66,-0.7658636004690307,6.247839661126818
1326,spectrophotometry,A,1.4.1.4,,3.2e-06,309.8,0.47,7.0,,66,0.06594490771224581,6.247839661126818
1327,spectrophotometry,A,1.4.1.4,,3.6000000000000003e-06,311.1,0.47,7.0,,597,-9.838210494719407,-8.56909331327904
1328,spectrophotometry,A,1.4.1.4,,2.0899999999999998e-07,300.15,0.026000000000000002,6.93,,597,-9.884350959250511,-8.56909331327904
1329,spectrophotometry,A,1.4.1.4,,2.91e-07,300.15,0.054000000000000006,6.94,,502,67.45362051712378,67.45362051712623
1330,spectrophotometry,A,1.4.1.4,,3.83e-07,303.15,0.067,6.96,,501,68.50367392601416,68.50367392600447
1331,spectrophotometry,A,1.4.1.4,,3.6700000000000004e-07,303.15,0.067,6.93,,55,-0.6485561737758164,-0.648556173750876
1332,spectrophotometry,A,1.4.1.4,,4.96e-07,303.15,0.091,6.97,,57,-1.0029655153772437,-1.1932628377048786
1333,spectrophotometry,A,1.4.1.4,,5.22e-07,303.15,0.11199999999999999,6.96,,426,-1.1770159219454903,-1.177015921949021
1334,spectrophotometry,A,1.4.1.4,,5.92e-07,300.15,0.134,6.92,,417,-0.16927946206284145,-0.10277978673002508
1335,spectrophotometry,A,1.4.1.4,,1.16e-06,303.15,0.47100000000000003,6.99,,417,-0.356406423910534,-0.10277978673002508
1336,spectrophotometry,A,1.4.1.4,,2.59e-07,300.15,0.054000000000000006,6.9,,417,-0.5651361390833888,-0.10277978673002508
1337,spectrophotometry,A,1.4.1.4,,5.55e-07,300.15,0.11199999999999999,6.97,,417,-0.10615842030232908,-0.10277978673002508
1338,spectrophotometry,B,3.5.1.5,,1920.0,293.15,,6.5,,417,-0.27980142715965695,-0.10277978673002508
1339,spectrophotometry,B,3.5.1.5,,1710.0,293.15,,6.5,,417,-0.49096293262905316,-0.10277978673002508
1340,spectrophotometry,B,3.5.1.5,,1030.0,310.15,,6.5,,591,41.57979784422291,35.82575237205788
1341,spectrophotometry,B,3.5.1.5,,1500.0,293.15,,6.5,,646,-3.6119127683913104,-3.4298338795091468
1342,spectrophotometry,B,3.5.1.5,,1230.0,293.15,,6.5,,58,-16.174250704612362,-9.679563756967582
1343,spectrophotometry,A,1.1.1.37,,0.00117,298.15,,9.3,,23,40.2309677393489,35.13591688115116
1344,radioactivity,B,5.2.1.5,,61.0,308.15,,7.0,,71,-13.631620454475634,-3.8393805784576216
1345,spectrophotometry,C,5.1.3.1,,0.83,310.15,,7.5,,71,-10.036899457467614,-3.8393805784576216
1346,spectrophotometry,A,1.1.1.1,,0.000128,283.75,,7.68,,42,-4.181224702387437,-4.046906208628798
1347,spectrophotometry,A,1.1.1.1,,0.00011899999999999999,283.75,,7.672999999999999,,437,10.740029524506276,12.534747783339071
1348,spectrophotometry,A,1.1.1.1,,0.00018700000000000002,290.5,,7.6579999999999995,,230,3.641102227180607,2.866255939006237
1349,spectrophotometry,A,1.1.1.1,,0.000174,290.5,,7.646,,457,10.40849037277889,10.408490372758251
1350,spectrophotometry,A,1.1.1.1,,0.000213,293.4,,7.635,,523,65.4713182737141,53.959182150754486
1351,spectrophotometry,A,1.1.1.1,,0.000542,307.75,,7.605,,417,-0.2369588031239246,-0.10277978673002508
1352,spectrophotometry,A,1.1.1.1,,0.000734,315.95,,7.568,,432,6.9200057297356015,4.892186818931805
1353,spectrophotometry,A,1.1.1.1,,0.0006799999999999999,315.95,,7.545,,467,62.72082575321826,66.64152719347396
1354,spectrophotometry,A,1.1.1.1,,0.000144,283.75,,7.691,,474,63.41133417711053,61.46510064396671
1355,spectrophotometry,A,1.1.1.1,,0.00043799999999999997,307.75,,7.571000000000001,,617,4.171987722964561,4.3168699005036615
1356,spectrophotometry,A,1.1.1.1,,0.000487,307.75,,7.584,,431,0.2149193291583058,-1.3179179330410307
1357,spectrophotometry,A,1.1.1.1,,0.000663,315.95,,7.528,,431,0.19332887299291435,-1.3179179330410307
1358,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.00032,273.15,,7.0,,360,3.3331505527249634,3.3331505527261243
1359,spectrophotometry,C,5.3.1.1&4.1.2.13,,0.0015,293.15,,7.0,,361,-2.0180577614162916,-2.5947004238537374
