,reaction_id,stoichiometry
294,2099233873823441096,"{399: -1.0, 160: -1.0, 594: 1.0, 366: 1.0}"
295,3088196032608081338,"{254: -1.0, 11: -1.0, 22: 1.0, 13: 1.0, 3: 1.0}"
296,-2000759973115800139,"{532: -1.0, 5: -1.0, 74381: 1.0, 17: 1.0, 3: 2.0}"
297,6319582286438142230,"{239: -1.0, 694323: -1.0, 222: 1.0, 694324: 1.0, 3: 1.0}"
298,-8001639643638978289,"{239: -1.0, 11: -1.0, 222: 1.0, 13: 1.0, 3: 1.0}"
299,6572503113456543280,"{1141: -1.0, 28: 1.0, 25: 1.0}"
300,-7180332115273138609,"{617: -1.0, 25: 1.0, 71: 1.0}"
301,8377620762696922488,"{229: -1.0, 29687: 1.0}"
302,-7090946223803260090,"{851: -1.0, 5: -1.0, 131778: 1.0, 102: 1.0, 3: 1.0}"
303,1928510407610529801,"{200: -1.0, 5: -1.0, 316: 1.0, 18: 1.0, 3: -1.0}"
304,-6982439033905282210,"{3718: -1.0, 148: 1.0, 56: 1.0}"
305,4155105870176047460,"{6: -1.0, 32: -1.0, 10: 1.0, 51: 1.0}"
306,6365002449666578660,"{14: -1.0, 5: -1.0, 12: 2.0, 3: 1.0}"
307,2234812843973056200,"{1260: -1.0, 71: -1.0, 125172: 1.0, 414: 1.0}"
308,-5856946166601284874,"{6: -1.0, 58: -1.0, 5: -1.0, 12: 2.0, 273: 1.0, 3: 1.0}"
309,4958218690357910795,"{63: -1.0, 216: -1.0, 14: 1.0, 269: 1.0}"
310,1122337545476797620,"{43: -1.0, 11: -1.0, 321: 1.0, 13: 1.0, 3: 1.0}"
311,-4240236432718916922,"{4983: -1.0, 42488: 1.0, 25: 1.0}"
312,-9206116360024418041,"{6: -1.0, 537: -1.0, 10: 1.0, 654: 1.0, 3: -1.0}"
313,-4875494980023086819,"{6: -1.0, 5: -1.0, 10: 1.0, 12: 1.0, 3: 1.0}"
314,-2304346615945429745,"{74378: -1.0, 313: 1.0}"
315,-2538401733817135462,"{691343: -1.0, 5: -1.0, 61: 1.0, 28: 1.0}"
316,2378271840033981178,"{954: -1.0, 11: -1.0, 691174: 1.0, 13: 1.0, 3: 1.0}"
317,-7914118065738783619,"{6: -1.0, 472: -1.0, 10: 1.0, 402: 1.0}"
318,722846762717580639,"{106: -1.0, 201: -1.0, 117: 1.0, 246: 1.0}"
319,7611493102802442152,"{41: -1.0, 8: -1.0, 5: -1.0, 60: 1.0, 9: 1.0, 3: 1.0}"
320,-8824398703323920015,"{439: -1.0, 650: 1.0}"
321,4478429709173294933,"{6: -1.0, 25: -1.0, 5: -1.0, 17: 1.0, 70: 1.0, 12: 1.0, 3: 3.0}"
322,-6753242837280305593,"{6: -1.0, 44: -1.0, 10: 1.0, 1088: 1.0}"
323,-2094345144869005319,"{74395: -1.0, 22: -1.0, 285: 1.0, 74378: 1.0, 5: 1.0, 3: 1.0}"
324,3224714712662481508,"{6: -1.0, 41: -1.0, 74383: -1.0, 10: 1.0, 12: 1.0, 224: 1.0}"
325,1921656278572332412,"{7798: -1.0, 337: 1.0, 25: 1.0}"
326,3417694355050859800,"{280: -1.0, 11: -1.0, 226: 1.0, 13: 1.0, 3: 1.0}"
327,-2965461083888551378,"{72644: -1.0, 2482: 1.0}"
328,-4439727930580336428,"{157: -1.0, 12: -1.0, 43: 1.0, 74381: 1.0}"
329,-4394394249471951371,"{6: -1.0, 2930: -1.0, 10: 1.0, 4521: 1.0, 3: 1.0}"
330,1266855592489283055,"{6: -1.0, 46934: -1.0, 10: 1.0, 3507: 1.0, 3: 1.0}"
331,4692421604848907312,"{4377: -1.0, 5: -1.0, 206: 1.0, 127: 1.0}"
332,1428590850034813236,"{82768: -1.0, 5: -1.0, 206: 1.0, 102: 1.0}"
333,-1171968650640528871,"{1056: -1.0, 12: -1.0, 43: 1.0, 74381: 1.0}"
334,-1428937115230470296,"{51: -1.0, 27: -1.0, 15: -1.0, 32: 1.0, 12: 1.0, 87: 1.0}"
335,9126933244134796248,"{6: -1.0, 336: -1.0, 11: 1.0, 14: 1.0}"
336,4365147677565279430,"{532: -1.0, 1260: -1.0, 10: 1.0, 159: 1.0}"
337,-2367940121745818635,"{157: -1.0, 5: -1.0, 43: 2.0}"
338,-3375899009800216534,"{14: -1.0, 125172: -1.0, 12: 1.0, 396: 1.0, 3: 1.0}"
339,7055603651082558737,"{1413: -1.0, 74378: -1.0, 1347: 1.0, 22: 1.0}"
340,-3978622452281674259,"{557745: -1.0, 198: 1.0}"
341,6176754516010412806,"{1308: -1.0, 74378: 1.0}"
342,-1650134585968605010,"{83: -1.0, 164: -1.0, 15: 1.0, 739: 1.0}"
343,-5451209118133317358,"{2816: -1.0, 11: -1.0, 940: 1.0, 13: 1.0, 3: 1.0}"
344,-1612872625157213772,"{1260: -1.0, 8: -1.0, 799: 1.0, 9: 1.0, 3: 1.0}"
345,-8135226526730319485,"{125172: -1.0, 71: -1.0, 245: 1.0, 176: 1.0}"
346,-585968395573139769,"{866: -1.0, 12: -1.0, 201: 1.0, 983: 1.0}"
347,-525203845515626663,"{258: -1.0, 71: -1.0, 109: 1.0, 176: 1.0}"
348,6022718571454015045,"{34: -1.0, 231: -1.0, 136: 1.0, 25: 1.0}"
349,4992792484550951157,"{216: -1.0, 5: -1.0, 85: 1.0, 12: 1.0}"
350,3567483746154661095,"{1155: -1.0, 57: 1.0, 293: 1.0}"
351,-6771634124261044399,"{812: -1.0, 11: -1.0, 231: 1.0, 13: 1.0, 3: 1.0}"
352,-3688247363970984584,"{116484: -1.0, 5: -1.0, 1260: 1.0, 12: 1.0}"
353,5189354817065023819,"{612: -1.0, 503: 1.0}"
354,-3892980830393032539,"{1564: -1.0, 5: -1.0, 369: 1.0, 12: 1.0}"
355,4386512615989424266,"{6: -1.0, 459: -1.0, 10: 1.0, 15: 1.0, 3: 1.0}"
356,6253198925968415390,"{152: -1.0, 8: -1.0, 5: -1.0, 307: 1.0, 9: 1.0, 3: 2.0}"
357,5161719185466130183,"{125172: -1.0, 330: -1.0, 46145: 1.0, 245: 1.0}"
358,-6324316311476742915,"{66: -1.0, 15: -1.0, 8: -1.0, 588: 1.0, 9: 1.0, 3: 1.0}"
359,-8209861774290320854,"{359: -1.0, 5: -1.0, 53: 1.0, 12: 1.0}"
360,3162746480237251304,"{6: -1.0, 199: -1.0, 44: -1.0, 17: 1.0, 14: 1.0, 522: 1.0, 3: 2.0}"
361,8425607940111368159,"{74457: -1.0, 25: 1.0, 71: 1.0}"
362,5492077392070260733,"{1497: -1.0, 125172: 1.0}"
363,2284868934144158496,"{664: -1.0, 5: -1.0, 74493: 1.0}"
364,1100365651819644960,"{36135: -1.0, 3101: 1.0}"
365,3349104151175796340,"{52: -1.0, 1035: -1.0, 20: 1.0, 1197: 1.0, 3: -1.0}"
366,1134658001500776694,"{6: -1.0, 123: -1.0, 15: -1.0, 10: 1.0, 12: 1.0, 23: 1.0, 48: 1.0}"
367,9214636690238793422,"{48: -1.0, 81: -1.0, 25: 1.0, 131807: 1.0}"
368,3549586376425408881,"{516: -1.0, 29687: 1.0}"
369,-8353782353581977821,"{88414: -1.0, 22: -1.0, 430: 1.0, 74378: 1.0}"
370,-2342317349582637947,"{130: -1.0, 44: -1.0, 12: 1.0, 443: 1.0, 3: 1.0}"
371,-5344628370742953658,"{43842: -1.0, 74383: -1.0, 173: 1.0, 658: 1.0, 5: 1.0}"
372,99787566831237419,"{6: -1.0, 253: -1.0, 10: 1.0, 390: 1.0, 3: -1.0}"
373,6519162422813364998,"{767: -1.0, 74378: -1.0, 74395: 1.0, 689: 1.0}"
374,8732323401773991409,"{164: -1.0, 11: -1.0, 1479: 1.0, 13: 1.0, 3: 1.0}"
375,3407697797109984241,"{36159: -1.0, 1292: 1.0}"
376,-7790824414496896898,"{228: -1.0, 1498: 1.0}"
377,497542199275793552,"{342: -1.0, 8: -1.0, 12: -1.0, 1088: 1.0, 9: 1.0, 3: 1.0}"
378,-3739644708660427769,"{31: -1.0, 72: -1.0, 134: 1.0}"
379,-4666698507852149579,"{4149: -1.0, 4225: 1.0, 3: 1.0}"
380,2529455882725041685,"{1049: -1.0, 889: -1.0, 14: 1.0, 629: 1.0, 3: -1.0}"
381,-6040244857328545993,"{1062: -1.0, 1311: 1.0}"
382,-1790844683934844358,"{456: -1.0, 581: 1.0, 5: 1.0}"
383,7479775516629766252,"{6: -1.0, 10: -1.0, 1699: 1.0, 17: 1.0, 3: 1.0}"
384,-7350054155052844021,"{73: -1.0, 22: -1.0, 145: 1.0, 74378: 1.0}"
385,-7778019238213678519,"{91: -1.0, 22: -1.0, 557745: 1.0, 74378: 1.0}"
386,6581182001394181291,"{1526: -1.0, 25: -1.0, 755: 1.0, 34: 1.0}"
387,-8630952912180401430,"{51: -1.0, 17: -1.0, 10: 1.0, 32: 1.0, 3: -1.0}"
388,1843159846716767874,"{75: -1.0, 903: 1.0}"
389,-3755935850479536580,"{402: -1.0, 5: -1.0, 117: 1.0, 14: 1.0, 3: 2.0}"
390,-1242851280226479504,"{78: -1.0, 1294: 1.0}"
391,-6054338439263788781,"{1141: -1.0, 1145: 1.0, 5: 1.0}"
392,8739832801480935498,"{2912: -1.0, 11: -1.0, 2740: 1.0, 13: 1.0, 3: 1.0}"
393,-5895111142926559016,"{65990: -1.0, 11: -1.0, 456: 1.0, 13: 1.0, 3: 1.0}"
394,-2233737935090677089,"{34: -1.0, 470: -1.0, 25: 1.0, 331: 1.0}"
395,-8437252780636896849,"{1138: -1.0, 11: -1.0, 74855: 1.0, 13: 1.0, 3: 1.0}"
396,331161337833635764,"{316: -1.0, 5: -1.0, 201: 1.0, 229: 1.0}"
397,4383787215932234967,"{48: -1.0, 23: -1.0, 5: -1.0, 123: 1.0, 15: 1.0, 3: 1.0}"
398,-2610155694460316556,"{135: -1.0, 2133: 1.0}"
399,7244857978775385997,"{1511: -1.0, 74: 1.0, 2118: 1.0}"
400,-2585722789139299333,"{79: -1.0, 124: 1.0}"
401,-3482377244774249001,"{691160: -1.0, 5: -1.0, 563: 1.0, 136: 1.0}"
402,4951328792758379617,"{6: -1.0, 518: -1.0, 10: 1.0, 415: 1.0, 3: -1.0}"
403,-1447168706189703673,"{48: -1.0, 132889: 1.0}"
404,6244597821638952195,"{67: -1.0, 31: -1.0, 74395: 1.0, 557: 1.0}"
405,-170011832609619423,"{516: -1.0, 229: 1.0}"
406,-4004978952758047903,"{36135: -1.0, 75274: 1.0}"
407,3737741440787008543,"{43: -1.0, 172: 1.0}"
408,5871037145602056881,"{107: -1.0, 8: -1.0, 285: 1.0, 9: 1.0, 3: 2.0}"
409,-5106917552589329030,"{819: -1.0, 8: -1.0, 802: 1.0, 9: 1.0, 3: 1.0}"
410,-7269390339747724911,"{577: -1.0, 88: 1.0, 346: 1.0}"
411,-8097608389132201040,"{2458: -1.0, 8: -1.0, 2209: 1.0, 9: 1.0, 3: 1.0}"
412,-6009776853083152257,"{372: -1.0, 8: -1.0, 152: 1.0, 9: 1.0, 3: 1.0}"
413,4634934880979484804,"{375: -1.0, 11: -1.0, 289: 1.0, 13: 1.0, 3: 1.0}"
414,1349266272904237045,"{132: -1.0, 11: -1.0, 5: -1.0, 383: 1.0, 13: 1.0, 18: 1.0, 3: 1.0}"
415,1785304068675607117,"{23: -1.0, 41: -1.0, 15: 1.0, 25: 1.0}"
416,-4212750823471081218,"{334: -1.0, 11: -1.0, 342: 1.0, 13: 1.0, 3: 1.0}"
417,7258886494752755396,"{339: -1.0, 11: -1.0, 309: 1.0, 13: 1.0, 3: 1.0}"
418,5223637268225813177,"{6: -1.0, 369: -1.0, 10: 1.0, 318: 1.0, 3: 1.0}"
419,908387246292390006,"{3718: -1.0, 74383: -1.0, 173: 1.0, 148: 1.0, 5: 1.0}"
420,486097277449176556,"{51: -1.0, 74381: -1.0, 74447: 1.0, 14: 1.0}"
421,5982250024158410437,"{51: -1.0, 785: -1.0, 78: 1.0, 14: 1.0}"
422,7470937532315911627,"{122520: -1.0, 5: -1.0, 2221: 1.0, 3930: 1.0}"
423,2108225226552314465,"{163: -1.0, 9: -1.0, 489: 1.0, 8: 1.0, 3: -1.0}"
424,-6655418393024437719,"{132: -1.0, 6927: 1.0}"
425,4702339650548720019,"{142: -1.0, 12: -1.0, 160: 1.0, 386: 1.0}"
426,-5697096345931036718,"{585: -1.0, 8: -1.0, 1260: 1.0, 9: 1.0, 3: 1.0}"
427,-1158680739310873589,"{6: -1.0, 337: -1.0, 15: -1.0, 17: 1.0, 14: 1.0, 81: 1.0, 3: 1.0}"
428,-3320219055120477990,"{130: -1.0, 74395: -1.0, 199: 1.0, 12: 1.0, 3: 1.0}"
429,-5222431817730206857,"{649: -1.0, 8: -1.0, 845: 1.0, 9: 1.0, 3: 1.0}"
430,50398940780346321,"{779: -1.0, 544: 1.0}"
431,5818466437295953701,"{307: -1.0, 8: -1.0, 5: -1.0, 137: 1.0, 9: 1.0, 60: 1.0, 3: 1.0}"
432,5962440953663061928,"{31: -1.0, 48: -1.0, 66: 1.0, 44: 1.0}"
433,-3198857352676884128,"{52: -1.0, 152: -1.0, 20: 1.0, 427: 1.0}"
434,-3708961149552693856,"{941: -1.0, 11: -1.0, 29687: 1.0, 13: 1.0, 3: 1.0}"
435,-2996906532100555305,"{1747: -1.0, 11: -1.0, 5: -1.0, 2552: 1.0, 13: 1.0, 18: 1.0, 3: 1.0}"
436,4578000646555072180,"{31: -1.0, 11: -1.0, 74383: -1.0, 173: 1.0, 13: 1.0, 18: 1.0, 60: 1.0, 5: -1.0, 3: 1.0}"
437,-2450704970376340714,"{74383: -1.0, 56: -1.0, 173: 1.0, 5: 1.0}"
438,1822874310678486636,"{367: -1.0, 60: -1.0, 483: 1.0, 5: 1.0}"
439,8076653819513759089,"{224: -1.0, 346: -1.0, 74383: 1.0, 435: 1.0}"
440,7343660546929575490,"{137: -1.0, 56: -1.0, 1497: 1.0}"
441,7326940822572100574,{5: 1}
442,8409472360893972785,{6: 1}
443,-8954738158619659016,{7: 1}
444,-4580905557422869115,{10: 1}
445,-2415838896916373137,{12: 1}
446,3040527725149736595,{16: 1}
447,-250773316989118887,{14: 1}
448,5205586030831168173,{18: 1}
449,4123055000158818906,{17: 1}
450,-4537199582454986878,{25: 1}
451,1725812283426801113,{75150: 1}
452,-2177415741748405755,{74378: 1}
453,-8911027902930934655,{22: 1}
454,-5619726324982471749,{24: 1}
455,-1245896484117962820,{43: 1}
456,-1289602406605687617,{28: 1}
457,4590695750945670818,{1721: 1}
458,5293009601541794867,{48: 1}
459,1957989911753039216,{31: 1}
460,6331830352717348349,{34: 1}
461,-2372134002527732628,{27: 1}
462,8584310651888674973,{66: 1}
463,-163358588529018865,{44: 1}
464,-3410954719895184686,{41: 1}
465,-1202179371432667531,{58: 1}
466,-6702255757170025576,{39: 1}
467,-7741084929746843186,{53: 1}
468,-3367243890764740005,{56: 1}
469,-5532309503460092559,{70: 1}
470,-32236390312552254,{89: 1}
471,2132828206827753644,{91: 1}
472,-1158472846831136398,{73: 1}
473,-2241007937031664213,{72: 1}
474,-7217929466608074505,{125172: 1}
475,6506660779352457529,{110: 1}
476,-4362360242129136706,{101: 1}
477,-6571130286363741225,{84: 1}
478,-7051927109303740432,{159: 1}
479,3817094441315441211,{152: 1}
480,6419246124620578691,{64: 1}
481,-9048579748429489475,{81378: 1}
482,-6375927916553451569,{1260: 1}
483,-5576020332846538008,{55: 1}
484,1070176052304748166,{74381: 1}
485,-75943406435557947,{74: 1}
486,5444017082070823699,{74384: 1}
487,5424129773256181990,{109: 1}
488,-4449776010704357064,{71: 1}
489,-4406065165189863231,{86: 1}
490,5074460519048760894,{229: 1}
491,-1114764124075010821,{88: 1}
492,-2765510244186073401,{132: 1}
493,-7139342881222970822,{369: 1}
494,-556738163977360978,{149: 1}
495,-4843151760857223325,{160: 1}
496,3215359728765576703,{92: 1}
497,5938450281651519388,{139: 1}
498,4385309023120631628,{123: 1}
499,-9173281901060672881,{172: 1}
500,700632251068970605,{210: 1}
501,-3804331010705672915,{146: 1}
502,-3347369336296361220,{74603: 1}
503,-8047037054884919841,{188: 1}
504,3205177476357143969,{438: 1}
505,6025866053570749778,{169: 1}
506,-600444664258819151,{134: 1}
507,-2153584890594610335,{118: 1}
508,7928676550693011786,{321: 1}
509,3773383653145119410,{137: 1}
510,2647147658195919970,{377: 1}
511,-9216992754015189034,{157: 1}
512,8880082068814951470,{277: 1}
513,7195819115621107755,{200: 1}
514,5390606049928730183,{516: 1}
515,2953112018782702861,{242: 1}
516,4549958221110379354,{273: 1}
517,-4154000256721069435,{266: 1}
518,9142336660882471504,{383: 1}
519,-7872207152539383525,{248: 1}
520,6992120465835648707,{8576: 1}
521,-2896635780272553592,{343: 1}
522,656921421922525876,{195: 1}
523,2122645880435098958,{437: 1}
524,6538455779452794144,{45839: 1}
525,-3279828708671279087,{102: 1}
526,-3239127054233213345,{44860: 1}
527,-8353001877297088204,{323: 1}
528,-469323439613273244,{179: 1}
529,8278345800804420594,{201: 1}
530,-2688695548343183320,{29047: 1}
531,6069574777350878427,{184: 1}
532,-12350648990613009,{74380: 1}
533,962877361108044639,{60: 1}
534,1389781605038674015,{316: 1}
535,4812212742761688140,{379: 1}
536,4570330627374949094,{621: 1}
537,5894326103817591976,{29687: 1}
538,-6429818917574087448,{567: 1}
539,-3216236967037381573,{74392: 1}
540,7447884048921976047,{396: 1}
541,-86124114903358873,{420: 1}
542,6583895285746215825,{486: 1}
543,-2012280344481424526,{585: 1}
544,-7959621807255262315,{218: 1}
545,-4395883965456588513,{764: 1}
546,-3935456497912006466,{357: 1}
547,2384893656994172528,{287: 1}
548,-4858869711667825286,{10929: 1}
549,1705924978708171692,{859: 1}
550,6113281236688213768,{215: 1}
551,-5522120439383224881,{748: 1}
552,3598552702204437318,{333: 1}
553,6156998349101508241,{230: 1}
554,-7707557397491964631,{414: 1}
555,-4110295829021828990,{281: 1}
556,7753844547333172446,{261: 1}
557,3696151214981565786,{785: 1}
558,-920050183952645880,{74455: 1}
559,-3773776269088421609,{1940: 1}
560,8419661490763037839,{684: 1}
561,8342429044407459639,{1332: 1}
562,-4372549897039776880,{447: 1}
563,9072323825324145777,{6982: 1}
564,8725615189793836158,{549: 1}
565,-1770398257766771496,{359: 1}
566,-590261821768616177,{812: 1}
567,-9129577506385531508,{187: 1}
568,-3891745668509560969,{372: 1}
569,-6157382633755816648,{1095: 1}
570,-3851008679347891521,{1564: 1}
571,3783574326954816272,{831: 1}
572,4243998226492694331,{408: 1}
573,1870574139833808826,{241: 1}
574,-569889951057653093,{1144: 1}
575,8846558428431748495,{940: 1}
576,1464042841817368134,{1101: 1}
577,-2449366411763199468,{675: 1}
578,-8111119757814336870,{3153: 1}
579,-8857140174244115748,{715: 1}
580,-8864348071338227217,{2700: 1}
581,-8679328048144652919,{3454: 1}
582,4260062212342482,{2089: 1}
583,1698715438857131967,{2844: 1}
584,-3976200307702137738,{3005: 1}
585,7438976871318677128,{4695: 1}
586,-763818746227309414,{5713: 1}
587,-3609126542713088731,{1322: 1}
588,-2118789612084583549,{5184: 1}
589,-5861608452641247611,{1290: 1}
590,3410073668615940828,{74443: 1}
591,3225549350156116317,{514: 1}
592,-1844659429025269055,{2646: 1}
593,3554848299081270601,{318: 1}
594,1759824364009960339,{1296: 1}
595,-4984466852798046522,{3789: 1}
596,4715886330704771259,{5400: 1}
597,-8802564178358178214,{691217: 1}
598,4902594449345977923,{2816: 1}
599,3346488251481016754,{905: 1}
600,-508781013600787809,{7804: 1}
601,-1155507928745126733,{2736: 1}
602,6378508562017188923,{2712: 1}
603,9085475633908502404,{1107: 1}
604,-8481649173808229929,{120404: 1}
605,-9214018890222342329,{2820: 1}
606,-8268555640049717195,{1786: 1}
607,7461035824738234370,{2713: 1}
608,-4697600382536376148,{4187: 1}
609,-1110514660947456717,{4400: 1}
610,-269871692691687532,{4643: 1}
611,-2966241463625986028,{10403: 1}
612,5442394914952175433,{21310: 1}
613,11472366491675467,{104: 1}
614,7152110391840979106,{185: 1}
615,-8369127520986205472,{7631: 1}
616,-6160351046136309165,{7632: 1}
617,540636452018021122,{8601: 1}
618,2971372839805734324,{21443: 1}
619,7982533264545186615,{43316: 1}
620,970920040757376942,{59029: 1}
621,-4300390664541878242,{21317: 1}
622,-5334138200067746786,{3909: 1}
623,-801175883698731778,{10405: 1}
624,7902788994811918991,{10412: 1}
625,8355580294910142026,{3649: 1}
626,-4048766625076727683,{10402: 1}
627,1816685366663856479,{3644: 1}
628,8448104593890591124,{21539: 1}
629,-5077824369145020902,{7633: 1}
630,8821119605897891897,{21358: 1}
631,-1883709401014540953,{10404: 1}
632,-1194144490846732348,{59027: 1}
633,5817476073251098189,{43314: 1}
634,-741760280233214444,{3747: 1}
635,-4095185267386986741,{694312: 1}
636,-112024383402589408,{10511: 1}
637,3377903153755222824,{23671: 1}
638,-1456805648605386137,{10660: 1}
639,-3012649669280935214,{694313: 1}
640,-1930119654675634139,{694314: 1}
641,-847592424738687044,{694315: 1}
642,5388052038942878461,{10530: 1}
643,234946969990754319,{694316: 1}
644,4182470554472188784,{26143: 1}
645,3266700258134978832,{10559: 1}
646,1317472139633520550,{694317: 1}
647,7255234645358403905,{26326: 1}
648,2400003669763368185,{694318: 1}
649,3482537719576774848,{694319: 1}
650,5691313112055424051,{694320: 1}
651,-27987988308181510,{4401: 1}
652,2288980552424614730,{9025: 1}
653,-5382916366666241913,{21316: 1}
654,6437469501233677408,{63823: 1}
655,7034026024110136292,{134963: 1}
656,-3310497807268399863,{134910: 1}
657,1775494781528362998,{33085: 1}
658,4868960411158782970,{134961: 1}
659,6773840867065946362,{694321: 1}
660,-2145550057864818720,{59087: 1}
661,-7320495195184089753,{473252: 1}
662,7856370368901709133,{694322: 1}
663,-409526630258612080,"{11: -1, 13: 1}"
664,-4598895157201272945,"{8: -1, 9: 1}"
665,-3397548407584231679,"{168: -1, 161: 1}"
666,1548755154964871750,"{167: -1, 191: 1}"
667,-8559373275974285423,"{158: -1, 421: 1}"
668,1079664419428985827,"{35: -1, 40: 1}"
669,-5836257607482602188,"{9721: -1, 9903: 1}"
670,-5034255369097442772,"{112: -1, 196: 1}"
671,7801520185122321427,"{140: -1, 75409: 1}"
672,-254768473765634546,"{352: -1, 494: 1}"
673,3104816479858854924,"{128996: -1, 130512: 1}"
674,-9112326447452302010,"{703: -1, 423: 1}"
675,-8661382941738799867,"{416: -1, 333: 1}"
