,formula,stoichiometry,reaction_id
516,kegg:C00294 + kegg:C00009 = kegg:C00262 + kegg:C00620,"{316: -1.0, 12: -1.0, 201: 1.0, 281: 1.0}",517
517,kegg:C00296 + kegg:C00003 = kegg:C00944 + kegg:C00004,"{65990: -1.0, 11: -1.0, 456: 1.0, 13: 1.0}",518
518,kegg:C00299 + kegg:C00009 = kegg:C00106 + kegg:C00620,"{274: -1.0, 12: -1.0, 150: 1.0, 281: 1.0}",519
519,kegg:C00311 + kegg:C00006 + kegg:C00001 = kegg:C00026 + kegg:C00005 + kegg:C00288,"{74392: -1.0, 8: -1.0, 5: -1.0, 22: 1.0, 9: 1.0, 60: 1.0}",520
520,kegg:C00311 = kegg:C00042 + kegg:C00048,"{74392: -1.0, 27: 1.0, 66: 1.0}",521
521,kegg:C00311 = kegg:C00158,"{74392: -1.0, 123: 1.0}",522
522,kegg:C00311 = kegg:C00417 + kegg:C00001,"{74392: -1.0, 764: 1.0, 5: 1.0}",523
523,kegg:C00314 + kegg:C00006 = kegg:C00250 + kegg:C00005,"{398: -1.0, 8: -1.0, 294: 1.0, 9: 1.0}",524
524,kegg:C00318 + kegg:C00003 = kegg:C02636 + kegg:C00004,"{164: -1.0, 11: -1.0, 1479: 1.0, 13: 1.0}",525
525,kegg:C00318 = kegg:C04114 + kegg:C00001,"{164: -1.0, 1449: 1.0, 5: 1.0}",526
526,kegg:C00333 = kegg:C00558,"{36159: -1.0, 1292: 1.0}",527
527,kegg:C00334 + kegg:C00026 = kegg:C00232 + kegg:C00025,"{181: -1.0, 22: -1.0, 163: 1.0, 74378: 1.0}",528
528,kegg:C00337 + COCO:COCOM00012 = kegg:C00295 + COCO:COCOM00013,"{239: -1.0, 694323: -1.0, 222: 1.0, 694324: 1.0}",529
529,kegg:C00337 + kegg:C00001 = kegg:C00438,"{239: -1.0, 5: -1.0, 443: 1.0}",530
530,kegg:C00337 + kegg:C00003 = kegg:C00295 + kegg:C00004,"{239: -1.0, 11: -1.0, 222: 1.0, 13: 1.0}",531
531,kegg:C00342 + kegg:C00006 = kegg:C00343 + kegg:C00005,"{75409: -1.0, 8: -1.0, 140: 1.0, 9: 1.0}",532
532,kegg:C00345 + kegg:C00006 + kegg:C00001 = kegg:C00199 + kegg:C00005 + kegg:C00288,"{307: -1.0, 8: -1.0, 5: -1.0, 137: 1.0, 9: 1.0, 60: 1.0}",533
533,kegg:C00352 + kegg:C00001 = kegg:C00085 + kegg:C00014,"{350: -1.0, 5: -1.0, 125172: 1.0, 18: 1.0}",534
534,kegg:C00352 = kegg:C06156,"{350: -1.0, 897: 1.0}",535
535,kegg:C00354 + kegg:C00001 = kegg:C00085 + kegg:C00009,"{396: -1.0, 5: -1.0, 125172: 1.0, 12: 1.0}",536
536,kegg:C00354 + kegg:C00001 = kegg:C01094 + kegg:C00009,"{396: -1.0, 5: -1.0, 116484: 1.0, 12: 1.0}",537
537,kegg:C00354 = 2 kegg:C00111,"{396: -1.0, 74: 2.0}",538
538,kegg:C00354 = kegg:C00111 + kegg:C00118,"{396: -1.0, 74: 1.0, 71: 1.0}",539
539,kegg:C00357 = kegg:C04257,"{49832: -1.0, 4070: 1.0}",540
540,kegg:C00366 + 0.5 kegg:C00007 + 2 kegg:C00001 = kegg:C01551 + kegg:C00288,"{420: -1.0, 7: -0.5, 5: -2.0, 582: 1.0, 60: 1.0}",541
541,kegg:C00376 = kegg:C02110,"{404: -1.0, 1611: 1.0}",542
542,kegg:C00379 + kegg:C00003 = kegg:C00310 + kegg:C00004,"{486: -1.0, 11: -1.0, 567: 1.0, 13: 1.0}",543
543,kegg:C00379 + kegg:C00006 = kegg:C00181 + kegg:C00005,"{486: -1.0, 8: -1.0, 74603: 1.0, 9: 1.0}",544
544,kegg:C00379 + kegg:C00006 = kegg:C00312 + kegg:C00005,"{486: -1.0, 8: -1.0, 1179: 1.0, 9: 1.0}",545
545,kegg:C00385 + kegg:C00001 + kegg:C00007 = kegg:C00366 + kegg:C00027,"{165: -1.0, 5: -1.0, 7: -1.0, 420: 1.0, 24: 1.0}",546
546,kegg:C00387 + kegg:C00009 = kegg:C00242 + kegg:C00620,"{380: -1.0, 12: -1.0, 246: 1.0, 281: 1.0}",547
547,kegg:C00392 + kegg:C00003 = kegg:C00095 + kegg:C00004,"{585: -1.0, 11: -1.0, 1260: 1.0, 13: 1.0}",548
548,kegg:C00392 + kegg:C00006 = kegg:C00095 + kegg:C00005,"{585: -1.0, 8: -1.0, 1260: 1.0, 9: 1.0}",549
549,kegg:C00408 + kegg:C00006 = kegg:C04092 + kegg:C00005,"{649: -1.0, 8: -1.0, 845: 1.0, 9: 1.0}",550
550,kegg:C00429 + kegg:C00001 = kegg:C02642,"{482: -1.0, 5: -1.0, 754: 1.0}",551
551,kegg:C00437 + kegg:C00025 = kegg:C00077 + kegg:C00624,"{767: -1.0, 74378: -1.0, 74395: 1.0, 689: 1.0}",552
552,kegg:C00440 + kegg:C00016 = kegg:C00143 + kegg:C01352,"{300: -1.0, 35: -1.0, 173: 1.0, 40: 1.0}",553
553,kegg:C00441 + kegg:C00006 + kegg:C00009 = kegg:C03082 + kegg:C00005,"{342: -1.0, 8: -1.0, 12: -1.0, 1088: 1.0, 9: 1.0}",554
554,kegg:C00445 + kegg:C00001 = kegg:C00234,"{487: -1.0, 5: -1.0, 224: 1.0}",555
555,kegg:C00449 + kegg:C00003 + kegg:C00001 = kegg:C00047 + kegg:C00026 + kegg:C00004,"{364: -1.0, 11: -1.0, 5: -1.0, 75: 1.0, 22: 1.0, 13: 1.0}",556
556,kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,"{373: -1.0, 74381: -1.0, 1256: 1.0, 14: 1.0}",557
557,kegg:C00463 + kegg:C00065 = kegg:C00078 + kegg:C00001,"{357: -1.0, 53: -1.0, 89: 1.0, 5: 1.0}",558
558,kegg:C00463 + kegg:C00118 = kegg:C03506,"{357: -1.0, 71: -1.0, 807: 1.0}",559
559,kegg:C00469 + COCO:COCOM00012 = kegg:C00084 + COCO:COCOM00013,"{287: -1.0, 694323: -1.0, 72: 1.0, 694324: 1.0}",560
560,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,"{287: -1.0, 11: -1.0, 72: 1.0, 13: 1.0}",561
561,kegg:C00473 + kegg:C00003 = kegg:C00376 + kegg:C00004,"{131778: -1.0, 11: -1.0, 404: 1.0, 13: 1.0}",562
562,kegg:C00474 + kegg:C00003 = kegg:C00309 + kegg:C00004,"{66384: -1.0, 11: -1.0, 29687: 1.0, 13: 1.0}",563
563,kegg:C00475 + kegg:C00001 = kegg:C00299 + kegg:C00014,"{320: -1.0, 5: -1.0, 274: 1.0, 18: 1.0}",564
564,kegg:C00476 = kegg:C00310,"{10929: -1.0, 567: 1.0}",565
565,kegg:C00492 + kegg:C00001 = kegg:C05402 + kegg:C00095,"{590: -1.0, 5: -1.0, 1300: 1.0, 1260: 1.0}",566
566,kegg:C00493 + kegg:C00006 = kegg:C02637 + kegg:C00005,"{572: -1.0, 8: -1.0, 581: 1.0, 9: 1.0}",567
567,kegg:C00497 = kegg:C01384 + kegg:C00001,"{1450: -1.0, 1144: 1.0, 5: 1.0}",568
568,kegg:C00498 + kegg:C00001 = kegg:C00103 + kegg:C00020,"{532: -1.0, 5: -1.0, 74381: 1.0, 17: 1.0}",569
569,kegg:C00498 + kegg:C00095 = kegg:C00008 + kegg:C00089,"{532: -1.0, 1260: -1.0, 10: 1.0, 159: 1.0}",570
570,kegg:C00499 + kegg:C00001 = kegg:C00603 + kegg:C00086,"{554: -1.0, 5: -1.0, 467: 1.0, 110: 1.0}",571
571,kegg:C00507 = kegg:C00861,"{1065: -1.0, 1578: 1.0}",572
572,kegg:C00515 = kegg:C03943,"{1062: -1.0, 1311: 1.0}",573
573,kegg:C00522 + kegg:C00006 = kegg:C00966 + kegg:C00005,"{563: -1.0, 8: -1.0, 888: 1.0, 9: 1.0}",574
574,kegg:C00534 + kegg:C00022 = kegg:C00250 + kegg:C00041,"{520: -1.0, 25: -1.0, 294: 1.0, 34: 1.0}",575
575,kegg:C00535 + kegg:C00003 = kegg:C00280 + kegg:C00004,"{280: -1.0, 11: -1.0, 226: 1.0, 13: 1.0}",576
576,kegg:C00552 + kegg:C00003 = kegg:C00975 + kegg:C00004,"{954: -1.0, 11: -1.0, 691174: 1.0, 13: 1.0}",577
577,kegg:C00552 + kegg:C00003 = kegg:C03459 + kegg:C00004,"{954: -1.0, 11: -1.0, 497: 1.0, 13: 1.0}",578
578,kegg:C00556 + kegg:C00003 = kegg:C00261 + kegg:C00004,"{533: -1.0, 11: -1.0, 351: 1.0, 13: 1.0}",579
579,kegg:C00575 + kegg:C00001 = kegg:C00020,"{230: -1.0, 5: -1.0, 17: 1.0}",580
580,kegg:C00575 + kegg:C00001 = kegg:C01367,"{230: -1.0, 5: -1.0, 1765: 1.0}",581
581,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,"{1174: -1.0, 11: -1.0, 947: 1.0, 13: 1.0}",582
582,kegg:C00583 + kegg:C00006 = kegg:C00424 + kegg:C00005,"{1033: -1.0, 8: -1.0, 2118: 1.0, 9: 1.0}",583
583,kegg:C00584 + kegg:C00003 = kegg:C04707 + kegg:C00004,"{628: -1.0, 11: -1.0, 1461: 1.0, 13: 1.0}",584
584,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,"{216: -1.0, 5: -1.0, 85: 1.0, 12: 1.0}",585
585,kegg:C00590 + kegg:C00006 = kegg:C02666 + kegg:C00005,"{819: -1.0, 8: -1.0, 802: 1.0, 9: 1.0}",586
586,kegg:C00603 = kegg:C00048 + kegg:C00086,"{467: -1.0, 66: 1.0, 110: 1.0}",587
587,kegg:C00620 = kegg:C00117,"{281: -1.0, 109: 1.0}",588
588,kegg:C00631 = kegg:C00074 + kegg:C00001,"{261: -1.0, 70: 1.0, 5: 1.0}",589
589,kegg:C00631 = kegg:C00197,"{261: -1.0, 118: 1.0}",590
590,kegg:C00636 = kegg:C00275,"{785: -1.0, 29047: 1.0}",591
591,kegg:C00644 + kegg:C00003 = kegg:C00085 + kegg:C00004,"{74455: -1.0, 11: -1.0, 125172: 1.0, 13: 1.0}",592
592,kegg:C00664 + kegg:C00025 = kegg:C00439 + kegg:C00101,"{848: -1.0, 74378: -1.0, 74448: 1.0, 74383: 1.0}",593
593,kegg:C00664 + kegg:C00037 = kegg:C02718 + kegg:C00101,"{848: -1.0, 31: -1.0, 1729: 1.0, 74383: 1.0}",594
594,kegg:C00666 = kegg:C00680,"{612: -1.0, 503: 1.0}",595
595,kegg:C00668 = kegg:C01172,"{203: -1.0, 484: 1.0}",596
596,kegg:C00673 = kegg:C00118 + kegg:C00084,"{1940: -1.0, 71: 1.0, 72: 1.0}",597
597,kegg:C00684 = kegg:C00022 + kegg:C00266,"{1116: -1.0, 25: 1.0, 330: 1.0}",598
598,kegg:C00689 + kegg:C00009 = kegg:C00103 + kegg:C00092,"{427: -1.0, 12: -1.0, 74381: 1.0, 152: 1.0}",599
599,kegg:C00713 + 2 kegg:C00001 = 3 kegg:C00031,"{53584: -1.0, 5: -2.0, 43: 3.0}",600
600,kegg:C00719 + kegg:C00155 = kegg:C01026 + kegg:C00073,"{275: -1.0, 88364: -1.0, 442: 1.0, 61: 1.0}",601
601,kegg:C00756 + kegg:C00003 = kegg:C01545 + kegg:C00004,"{2140: -1.0, 11: -1.0, 2392: 1.0, 13: 1.0}",602
602,kegg:C00785 + kegg:C00001 = kegg:C03680,"{664: -1.0, 5: -1.0, 74493: 1.0}",603
603,kegg:C00794 + kegg:C00003 = kegg:C00095 + kegg:C00004,"{447: -1.0, 11: -1.0, 1260: 1.0, 13: 1.0}",604
604,kegg:C00798 + kegg:C00009 = kegg:C00010 + kegg:C02405,"{534: -1.0, 12: -1.0, 15: 1.0, 3970: 1.0}",605
605,kegg:C00808 + kegg:C00004 + kegg:C00007 = kegg:C03448 + kegg:C00003 + kegg:C00001,"{2174: -1.0, 13: -1.0, 7: -1.0, 4594: 1.0, 11: 1.0, 5: 1.0}",606
606,kegg:C00854 + kegg:C00003 = kegg:C00414 + kegg:C00004,"{2644: -1.0, 11: -1.0, 784: 1.0, 13: 1.0}",607
607,kegg:C00864 + kegg:C00001 = kegg:C00522 + kegg:C00099,"{691160: -1.0, 5: -1.0, 563: 1.0, 136: 1.0}",608
608,kegg:C00935 = kegg:C00190,"{806: -1.0, 270: 1.0}",609
609,kegg:C00942 + kegg:C00001 = kegg:C00144,"{632: -1.0, 5: -1.0, 106: 1.0}",610
610,kegg:C00943 + kegg:C00001 = kegg:C00130,"{7927: -1.0, 5: -1.0, 117: 1.0}",611
611,kegg:C00944 = kegg:C02637 + kegg:C00001,"{456: -1.0, 581: 1.0, 5: 1.0}",612
612,kegg:C00951 + kegg:C00003 = kegg:C00468 + kegg:C00004,"{339: -1.0, 11: -1.0, 309: 1.0, 13: 1.0}",613
613,kegg:C00956 + kegg:C00026 = kegg:C00322 + kegg:C00025,"{255: -1.0, 22: -1.0, 250: 1.0, 74378: 1.0}",614
614,kegg:C00968 + kegg:C00001 = kegg:C00360,"{7926: -1.0, 5: -1.0, 411: 1.0}",615
615,kegg:C00989 + kegg:C00003 = kegg:C00232 + kegg:C00004,"{489: -1.0, 11: -1.0, 163: 1.0, 13: 1.0}",616
616,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,"{359: -1.0, 5: -1.0, 53: 1.0, 12: 1.0}",617
617,kegg:C01005 + kegg:C00026 = kegg:C03232 + kegg:C00025,"{359: -1.0, 22: -1.0, 514: 1.0, 74378: 1.0}",618
618,kegg:C01008 + kegg:C00155 = kegg:C00580 + kegg:C00073,"{2165: -1.0, 88364: -1.0, 423: 1.0, 61: 1.0}",619
619,kegg:C01013 + kegg:C00003 = kegg:C00222 + kegg:C00004,"{812: -1.0, 11: -1.0, 231: 1.0, 13: 1.0}",620
620,kegg:C01019 = kegg:C01721,"{626: -1.0, 1576: 1.0}",621
621,kegg:C01083 + kegg:C00001 = 2 kegg:C00031,"{187: -1.0, 5: -1.0, 43: 2.0}",622
622,kegg:C01083 + kegg:C00009 = kegg:C00031 + kegg:C00103,"{187: -1.0, 12: -1.0, 43: 1.0, 74381: 1.0}",623
623,kegg:C01087 + kegg:C00003 = kegg:C00026 + kegg:C00004,"{254: -1.0, 11: -1.0, 22: 1.0, 13: 1.0}",624
624,kegg:C01089 + kegg:C00003 = kegg:C00164 + kegg:C00004,"{630: -1.0, 11: -1.0, 146: 1.0, 13: 1.0}",625
625,kegg:C01094 + kegg:C00001 = kegg:C00095 + kegg:C00009,"{116484: -1.0, 5: -1.0, 1260: 1.0, 12: 1.0}",626
626,kegg:C01094 = kegg:C00577 + kegg:C00111,"{116484: -1.0, 414: 1.0, 74: 1.0}",627
627,kegg:C01096 + kegg:C00003 = kegg:C00085 + kegg:C00004,"{372: -1.0, 11: -1.0, 125172: 1.0, 13: 1.0}",628
628,kegg:C01096 + kegg:C00006 = kegg:C00092 + kegg:C00005,"{372: -1.0, 8: -1.0, 152: 1.0, 9: 1.0}",629
629,kegg:C01099 = kegg:C00111 + kegg:C00424,"{1577: -1.0, 74: 1.0, 2118: 1.0}",630
630,kegg:C01100 + kegg:C00026 = kegg:C01267 + kegg:C00025,"{1341: -1.0, 22: -1.0, 1320: 1.0, 74378: 1.0}",631
631,kegg:C01101 = kegg:C00231,"{837: -1.0, 176: 1.0}",632
632,kegg:C01103 + kegg:C00013 = kegg:C00295 + kegg:C00119,"{493: -1.0, 14: -1.0, 222: 1.0, 86: 1.0}",633
633,kegg:C01103 = kegg:C00105 + kegg:C00288,"{493: -1.0, 77: 1.0, 60: 1.0}",634
634,kegg:C01112 = kegg:C00199,"{1095: -1.0, 137: 1.0}",635
635,kegg:C01113 + kegg:C00001 = kegg:C00124 + kegg:C00009,"{1564: -1.0, 5: -1.0, 369: 1.0, 12: 1.0}",636
636,kegg:C01127 = kegg:C00022 + kegg:C00048,"{831: -1.0, 25: 1.0, 66: 1.0}",637
637,kegg:C01131 = kegg:C00111 + kegg:C00424,"{1511: -1.0, 74: 1.0, 2118: 1.0}",638
638,kegg:C01144 + kegg:C00003 = kegg:C00332 + kegg:C00004,"{425: -1.0, 11: -1.0, 125: 1.0, 13: 1.0}",639
639,kegg:C01144 = kegg:C00877 + kegg:C00001,"{425: -1.0, 202: 1.0, 5: 1.0}",640
640,kegg:C01157 = kegg:C03440,"{72644: -1.0, 2482: 1.0}",641
641,kegg:C01182 + kegg:C00007 = kegg:C00197,"{1173: -1.0, 7: -1.0, 118: 1.0}",642
642,kegg:C01182 + kegg:C00288 = 2 kegg:C00197,"{1173: -1.0, 60: -1.0, 118: 2.0}",643
643,kegg:C01185 + kegg:C00013 = kegg:C00253 + kegg:C00119,"{183: -1.0, 14: -1.0, 260: 1.0, 86: 1.0}",644
644,kegg:C01186 + kegg:C00003 + kegg:C00001 = kegg:C03656 + kegg:C00004 + kegg:C00014,"{1747: -1.0, 11: -1.0, 5: -1.0, 2552: 1.0, 13: 1.0, 18: 1.0}",645
645,kegg:C01188 + kegg:C00003 = kegg:C00349 + kegg:C00004,"{375: -1.0, 11: -1.0, 289: 1.0, 13: 1.0}",646
646,kegg:C01213 = kegg:C00091,"{578: -1.0, 87: 1.0}",647
647,kegg:C01213 = kegg:C00683,"{578: -1.0, 74434: 1.0}",648
648,kegg:C01235 + kegg:C00492 = kegg:C00137 + kegg:C01613,"{817: -1.0, 590: -1.0, 119: 1.0, 1356: 1.0}",649
649,kegg:C01286 = kegg:C00022 + kegg:C00118,"{74457: -1.0, 25: 1.0, 71: 1.0}",650
650,kegg:C01507 + kegg:C00003 = kegg:C00247 + kegg:C00004,"{3153: -1.0, 11: -1.0, 45839: 1.0, 13: 1.0}",651
651,kegg:C01563 + kegg:C00001 = 2 kegg:C00014 + kegg:C00288,"{701: -1.0, 5: -1.0, 18: 2.0, 60: 1.0}",652
652,kegg:C01563 + kegg:C00001 = kegg:C00014 + kegg:C00288,"{701: -1.0, 5: -1.0, 18: 1.0, 60: 1.0}",653
653,kegg:C01595 = kegg:C04056,"{279: -1.0, 3360: 1.0}",654
654,kegg:C01620 + kegg:C00003 = kegg:C03064 + kegg:C00004,"{1513: -1.0, 11: -1.0, 3026: 1.0, 13: 1.0}",655
655,kegg:C01697 + kegg:C00003 = kegg:C00795 + kegg:C00004,"{1138: -1.0, 11: -1.0, 74855: 1.0, 13: 1.0}",656
656,kegg:C01742 + kegg:C00001 = kegg:C00031 + kegg:C00095,"{3055: -1.0, 5: -1.0, 43: 1.0, 1260: 1.0}",657
657,kegg:C01762 + kegg:C00009 = kegg:C00385 + kegg:C00620,"{652: -1.0, 12: -1.0, 165: 1.0, 281: 1.0}",658
658,kegg:C01796 = kegg:C02022,"{36135: -1.0, 3101: 1.0}",659
659,kegg:C01796 = kegg:C06463,"{36135: -1.0, 75274: 1.0}",660
660,kegg:C01835 + 2 kegg:C00001 = 3 kegg:C00031,"{691235: -1.0, 5: -2.0, 43: 3.0}",661
661,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,"{2700: -1.0, 11: -1.0, 377: 1.0, 13: 1.0}",662
662,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,"{2700: -1.0, 8: -1.0, 377: 1.0, 9: 1.0}",663
663,kegg:C01904 + kegg:C00003 = kegg:C00309 + kegg:C00004,"{941: -1.0, 11: -1.0, 29687: 1.0, 13: 1.0}",664
664,kegg:C01936 + 5 kegg:C00001 = 6 kegg:C00031,"{47581: -1.0, 5: -5.0, 43: 6.0}",665
665,kegg:C01996 + kegg:C00001 = kegg:C00033 + kegg:C00114,"{745: -1.0, 5: -1.0, 28: 1.0, 85: 1.0}",666
666,kegg:C02043 + kegg:C00003 = kegg:C00331 + kegg:C00004,"{2763: -1.0, 11: -1.0, 297: 1.0, 13: 1.0}",667
667,kegg:C02048 + kegg:C00009 = kegg:C00031 + kegg:C00103,"{1995: -1.0, 12: -1.0, 43: 1.0, 74381: 1.0}",668
668,kegg:C02052 + 3 kegg:C00001 = 4 kegg:C00031,"{2126: -1.0, 5: -3.0, 43: 4.0}",669
669,kegg:C02052 + kegg:C00001 = 2 kegg:C00208,"{2126: -1.0, 5: -1.0, 157: 2.0}",670
670,kegg:C02115 + kegg:C00101 = kegg:C00143 + kegg:C00133 + kegg:C00001,"{3718: -1.0, 74383: -1.0, 173: 1.0, 148: 1.0, 5: 1.0}",671
671,kegg:C02115 = kegg:C00133 + kegg:C00067,"{3718: -1.0, 148: 1.0, 56: 1.0}",672
672,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,"{3112: -1.0, 11: -1.0, 691214: 1.0, 13: 1.0}",673
673,kegg:C02160 + 2 kegg:C00001 = 3 kegg:C00031,"{11586: -1.0, 5: -2.0, 43: 3.0}",674
674,kegg:C02278 + kegg:C01847 + kegg:C00007 = kegg:C02679 + kegg:C00061 + kegg:C00001,"{8982: -1.0, 196: -1.0, 7: -1.0, 381: 1.0, 112: 1.0, 5: 1.0}",675
675,kegg:C02295 = kegg:C00922,"{1682: -1.0, 1637: 1.0}",676
676,kegg:C02305 + kegg:C00001 = kegg:C00300 + kegg:C00009,"{74456: -1.0, 5: -1.0, 379: 1.0, 12: 1.0}",677
677,kegg:C02466 + kegg:C00001 = kegg:C00536,"{3099: -1.0, 5: -1.0, 314: 1.0}",678
678,kegg:C02588 + kegg:C00001 = kegg:C00473 + kegg:C00249,"{851: -1.0, 5: -1.0, 131778: 1.0, 102: 1.0}",679
679,kegg:C02612 = kegg:C02226 + kegg:C00001,"{1290: -1.0, 2089: 1.0, 5: 1.0}",680
680,kegg:C02614 = kegg:C00033 + kegg:C00022,"{1141: -1.0, 28: 1.0, 25: 1.0}",681
681,kegg:C02614 = kegg:C01732 + kegg:C00001,"{1141: -1.0, 1145: 1.0, 5: 1.0}",682
682,kegg:C02712 + kegg:C00001 = kegg:C00033 + kegg:C00073,"{691343: -1.0, 5: -1.0, 28: 1.0, 61: 1.0}",683
683,kegg:C02712 + kegg:C00001 = kegg:C00073 + kegg:C00033,"{691343: -1.0, 5: -1.0, 61: 1.0, 28: 1.0}",684
684,kegg:C02734 + kegg:C00001 = kegg:C00146 + kegg:C00009,"{4537: -1.0, 5: -1.0, 302: 1.0, 12: 1.0}",685
685,kegg:C02782 + kegg:C00003 = kegg:C03926 + kegg:C00004,"{3007: -1.0, 11: -1.0, 3025: 1.0, 13: 1.0}",686
686,kegg:C02930 = kegg:C02295,"{1614: -1.0, 1682: 1.0}",687
687,kegg:C02938 + 2 kegg:C00001 = kegg:C00954 + kegg:C00014,"{1574: -1.0, 5: -2.0, 363: 1.0, 18: 1.0}",688
688,kegg:C02953 + kegg:C00006 = kegg:C00835 + kegg:C00005,"{74537: -1.0, 8: -1.0, 928: 1.0, 9: 1.0}",689
689,kegg:C03044 + kegg:C00003 = kegg:C00810 + kegg:C00004,"{2433: -1.0, 11: -1.0, 631: 1.0, 13: 1.0}",690
690,kegg:C03059 + kegg:C00101 = kegg:C00143 + kegg:C00740 + kegg:C00001,"{43842: -1.0, 74383: -1.0, 173: 1.0, 658: 1.0, 5: 1.0}",691
691,kegg:C03059 = kegg:C00740 + kegg:C00067,"{43842: -1.0, 658: 1.0, 56: 1.0}",692
692,kegg:C03149 + kegg:C00001 = kegg:C01959 + kegg:C00009,"{4521: -1.0, 5: -1.0, 2930: 1.0, 12: 1.0}",693
693,kegg:C03166 + kegg:C00001 = kegg:C00581 + kegg:C00009,"{4136: -1.0, 5: -1.0, 557: 1.0, 12: 1.0}",694
694,kegg:C03178 = kegg:C03314,"{4149: -1.0, 4225: 1.0}",695
695,kegg:C03210 + kegg:C00003 + kegg:C00001 = kegg:C00041 + kegg:C00022 + kegg:C00004,"{3686: -1.0, 11: -1.0, 5: -1.0, 34: 1.0, 25: 1.0, 13: 1.0}",696
696,kegg:C03232 + kegg:C00025 = kegg:C00026 + kegg:C01005,"{514: -1.0, 74378: -1.0, 22: 1.0, 359: 1.0}",697
697,kegg:C03351 + kegg:C00006 = kegg:C03067 + kegg:C00005,"{2458: -1.0, 8: -1.0, 2209: 1.0, 9: 1.0}",698
698,kegg:C03360 + kegg:C00001 = kegg:C00870 + kegg:C00009,"{3341: -1.0, 5: -1.0, 500: 1.0, 12: 1.0}",699
699,kegg:C03373 + kegg:C00288 = kegg:C04751 + kegg:C00001,"{367: -1.0, 60: -1.0, 483: 1.0, 5: 1.0}",700
700,kegg:C03384 = kegg:C00103,"{318: -1.0, 74381: 1.0}",701
701,kegg:C03392 + kegg:C00155 = kegg:C03173 + kegg:C00073,"{3621: -1.0, 88364: -1.0, 3626: 1.0, 61: 1.0}",702
702,kegg:C03394 = kegg:C00067 + kegg:C00111,"{691273: -1.0, 56: 1.0, 74: 1.0}",703
703,kegg:C03406 = kegg:C00122 + kegg:C00062,"{522: -1.0, 88: 1.0, 67: 1.0}",704
704,kegg:C03410 = kegg:C03521 + kegg:C00022,"{4983: -1.0, 42488: 1.0, 25: 1.0}",705
705,kegg:C03451 = kegg:C00051 + kegg:C00546,"{1155: -1.0, 57: 1.0, 293: 1.0}",706
706,kegg:C03506 + kegg:C00065 = kegg:C00078 + kegg:C00118 + kegg:C00001,"{807: -1.0, 53: -1.0, 89: 1.0, 71: 1.0, 5: 1.0}",707
707,kegg:C03519 + kegg:C00001 = kegg:C00033 + kegg:C00079,"{3497: -1.0, 5: -1.0, 28: 1.0, 91: 1.0}",708
708,kegg:C03557 + kegg:C00022 = kegg:C03167 + kegg:C00041,"{1526: -1.0, 25: -1.0, 755: 1.0, 34: 1.0}",709
709,kegg:C03561 = kegg:C00877 + kegg:C00001,"{978: -1.0, 202: 1.0, 5: 1.0}",710
710,kegg:C03598 = kegg:C03599,"{691406: -1.0, 691491: 1.0}",711
711,kegg:C03618 = kegg:C00025,"{1308: -1.0, 74378: 1.0}",712
712,kegg:C03618 = kegg:C01732 + kegg:C00014,"{1308: -1.0, 1145: 1.0, 18: 1.0}",713
713,kegg:C03652 = kegg:C00163 + kegg:C00022,"{7798: -1.0, 337: 1.0, 25: 1.0}",714
714,kegg:C03652 = kegg:C00922 + kegg:C00001,"{7798: -1.0, 1637: 1.0, 5: 1.0}",715
715,kegg:C03703 + kegg:C00001 = kegg:C00438,"{4004: -1.0, 5: -1.0, 443: 1.0}",716
716,kegg:C03794 = kegg:C00122 + kegg:C00020,"{536: -1.0, 88: 1.0, 17: 1.0}",717
717,kegg:C03943 + kegg:C00003 + kegg:C00001 = kegg:C03341 + kegg:C00004 + kegg:C00014,"{1311: -1.0, 11: -1.0, 5: -1.0, 1467: 1.0, 13: 1.0, 18: 1.0}",718
718,kegg:C04105 = kegg:C02480,"{1023: -1.0, 1058: 1.0}",719
719,kegg:C04137 + kegg:C00003 + kegg:C00001 = kegg:C00062 + kegg:C00022 + kegg:C00004,"{2647: -1.0, 11: -1.0, 5: -1.0, 67: 1.0, 25: 1.0, 13: 1.0}",720
720,kegg:C04256 = kegg:C00357,"{74429: -1.0, 49832: 1.0}",721
721,kegg:C04268 + kegg:C00026 = kegg:C11907 + kegg:C00025,"{88414: -1.0, 22: -1.0, 430: 1.0, 74378: 1.0}",722
722,kegg:C04348 = kegg:C00024 + kegg:C00048,"{1453: -1.0, 23: 1.0, 66: 1.0}",723
723,kegg:C04367 + kegg:C00003 = kegg:C01244 + kegg:C00004,"{3741: -1.0, 11: -1.0, 2037: 1.0, 13: 1.0}",724
724,kegg:C04377 + kegg:C00037 + kegg:C00001 = kegg:C01217 + kegg:C00065,"{634: -1.0, 31: -1.0, 5: -1.0, 635: 1.0, 53: 1.0}",725
